artists,artists_id
"['Sebastian Ingrosso', 'Tommy Trash', 'John Martin']","['spotify:artist:6hyMWrxGBsOx6sWcVj1DqP', 'spotify:artist:1tBU8jUEdVR3mqSsAqEGfD', 'spotify:artist:2auikkNYqigWStoHWK1Grq']"
"['The Beach Boys', 'Royal Philharmonic Orchestra']","['spotify:artist:3oDbviiivRWhXwIE8hxkVV', 'spotify:artist:0MvSBMGRQJY3mRwIbJsqF1']"
"['Queen', 'David Bowie']","['spotify:artist:1dfeR4HaWDbWqFHLkxsg1d', 'spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy']"
Sébastien Tellier,spotify:artist:23ymPLjbtAMzTJS2qRtQ8Z
Polo & Pan,spotify:artist:45yEuthJ9yq1rNXAOpBnqM
"['Paraíso', 'Jex Opolis']","['spotify:artist:4ID8ALXR4zZrcJFvxL41n0', 'spotify:artist:6LKEDpmHSbVFGyL2OW0ZbQ']"
Paul Kalkbrenner,spotify:artist:0rasA5Z5h1ITtHelCpfu9R
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
"['Sam Feldt', 'Kav Verhouzer']","['spotify:artist:20gsENnposVs2I4rQ5kvrf', 'spotify:artist:1yYBD4cVxCxXQXi4QGZfSo']"
Desire,spotify:artist:2OuSnRT9BKAvFuw0yoTim0
Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d
Freddie Mercury,spotify:artist:4M1FpEWs2PeYfJe7xxJfhH
Eelke Kleijn,spotify:artist:1FY8kqUQKHwjibwLbp5cey
"['Cosmic Cowboys', 'Lazarusman']","['spotify:artist:57w7xUNSXRftqbC7DK0Kx8', 'spotify:artist:4Sh3sUk5Pq69gqPHT89aCc']"
Solomun,spotify:artist:5wJK4kQAkVGjqM9x46KQOC
Hannes Bieger,spotify:artist:3t6NA1aXgEgmkhKGf2bsP9
Âme,spotify:artist:5muFO8VqYRCRW13EkvX564
Moon Boots,spotify:artist:3cIXmCH7iNcslTbwrwS7zy
Moon Boots,spotify:artist:3cIXmCH7iNcslTbwrwS7zy
Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d
Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d
Rasi Z,spotify:artist:0SR4O7YUAaraXpGzzaoqjO
David Bowie,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy
10cc,spotify:artist:6i6WlGzQtXtz7GcC5H5st5
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
"['High Heels Breaker', 'Sarah Palin', 'DAVID AUGUST']","['spotify:artist:3GqaISzCwGmwVEjwPpYEJy', 'spotify:artist:0IiYrlzCkVngUQBschGAjo', 'spotify:artist:1cS5EoXVqz7aON00AkVBBA']"
"['Natalia Lafourcade', 'Los Macorinos']","['spotify:artist:1hcdI2N1023RvSwLzTtdsp', 'spotify:artist:1ldFRYgmjxDrX27bIe3dWx']"
Moderat,spotify:artist:2exkZbmNqMKnT8LRWuxWgy
Röyksopp,spotify:artist:5nPOO9iTcrs9k6yFffPxjH
Todd Terje,spotify:artist:49gaZqfow2v8EEQmjGyEIw
Wendy Rene,spotify:artist:4ba7uNtpOq0us2C5Nx19zN
"['Stimming', 'DAVID AUGUST']","['spotify:artist:2yPveJtn9DpeN0CgNJHvAQ', 'spotify:artist:1cS5EoXVqz7aON00AkVBBA']"
"['Kollektiv Turmstrasse', 'DAVID AUGUST']","['spotify:artist:1oXiuCd5F0DcnmXH5KaM6N', 'spotify:artist:1cS5EoXVqz7aON00AkVBBA']"
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
Arthur Rubinstein,spotify:artist:5N1GUHhFMRFFgMTjSOJDb9
"['Franz Schubert', 'Dietrich Fischer-Dieskau']","['spotify:artist:2p0UyoPfYfI76PCStuXfOP', 'spotify:artist:10CN8N2O3FlGlPVJWBiu5D']"
"['Johann Strauss II', 'Wiener Philharmoniker', 'Clemens Krauss']","['spotify:artist:5goS0v24Fc1ydjCKQRwtjM', 'spotify:artist:003f4bk13c6Q3gAUXv7dGJ', 'spotify:artist:0BD0yexvRf2lNmTwda3DvU']"
"['Gioachino Rossini', 'Academy of St. Martin in the Fields', 'Sir Neville Marriner']","['spotify:artist:0roWUeP7Ac4yK4VN6L2gF4', 'spotify:artist:77CaCn32H4mOMQA7UElzfF', 'spotify:artist:6NUhQz7eAEsZvjEHTKHux9']"
Klangkarussell,spotify:artist:041iTeoMIwXMlShuQPIVKo
Christian Löffler,spotify:artist:3tSvlEzeDnVbQJBTkIA6nO
Goldroom,spotify:artist:4eZebkMFU3xelF8mbZYXyl
"['Calvin Harris', 'deadmau5']","['spotify:artist:7CajNmpbOovFoOoasH2HaY', 'spotify:artist:2CIMQHirSU0MQqyYHq0eOx']"
"['deadmau5', 'Rob Swire']","['spotify:artist:2CIMQHirSU0MQqyYHq0eOx', 'spotify:artist:2SNg8nqwOHF1eZgRnL9zes']"
Moderat,spotify:artist:2exkZbmNqMKnT8LRWuxWgy
"['Lupe Fiasco', 'Matthew Santos']","['spotify:artist:01QTIT5P1pFP3QnnFSdsJf', 'spotify:artist:5t2P9w0qT2I9y0DrNhykSj']"
"['Goldroom', 'Chela']","['spotify:artist:4eZebkMFU3xelF8mbZYXyl', 'spotify:artist:6ifwtjnyBErm69itobvpyn']"
Moderat,spotify:artist:2exkZbmNqMKnT8LRWuxWgy
Richard Mollenbeck,spotify:artist:2zFkwocH9Ah8KpUzydbcrO
"['DAVID AUGUST', 'Yvy']","['spotify:artist:1cS5EoXVqz7aON00AkVBBA', 'spotify:artist:6DISDxnyL2nMN8V5UT6ouj']"
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
"['Michael Nyman', 'Valentina Lisitsa']","['spotify:artist:2LvhyFvUCDJ7gFuEBOcrM8', 'spotify:artist:0gOrXuu1vCBXe3pwTyb5Ca']"
"['Christoph Willibald Gluck', 'Yuja Wang']","['spotify:artist:7vfydQ0nVBVgJ0ajs8EtRM', 'spotify:artist:7HUNjWo242UAVHZvj9zk4w']"
Donny Benét,spotify:artist:1EiNEyiSrpB6BVxt58BnNN
Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb
Hot Chip,spotify:artist:37uLId6Z5ZXCx19vuruvv5
deadmau5,spotify:artist:2CIMQHirSU0MQqyYHq0eOx
deadmau5,spotify:artist:2CIMQHirSU0MQqyYHq0eOx
The xx,spotify:artist:3iOvXCl6edW5Um0fXEBRXy
"['Alex Barck', 'Jonatan Bäckelie', 'Hannes Fischer']","['spotify:artist:36WpCXKQOVDAfYhpj2ROck', 'spotify:artist:5aMXfEoZ4JiURTg8XNsfaz', 'spotify:artist:4BHbzg4GVKhRQ606yTR6c2']"
"['Mano Le Tough', 'Tale Of Us']","['spotify:artist:04KmByEP6icXVY0PvJaMMp', 'spotify:artist:1UL813H5aj3e8ekE5RqWqc']"
"['Qtier', 'DAVID AUGUST']","['spotify:artist:3UCLUcRXWbOURecCzwpfui', 'spotify:artist:1cS5EoXVqz7aON00AkVBBA']"
Sascha Funke,spotify:artist:1dDTkRz9WVOQr63enjJ1Yd
Doctor Rockit,spotify:artist:2dxfrIXDVz9vrggJPRuJrZ
Bicep,spotify:artist:73A3bLnfnz5BoQjb4gNCga
"['Sergei Prokofiev', 'Orchestra of the Royal Opera House, Covent Garden', 'Mark Ermler']","['spotify:artist:4kHtgiRnpmFIV5Tm4BIs8l', 'spotify:artist:2t5BHUdyeL3NBKqpOpaA4V', 'spotify:artist:4SIkTjRtJ8xiLNEXlhRW2U']"
Bunbury,spotify:artist:4uqzzJg3ww5eH7IgGV7DMT
Culture Club,spotify:artist:6kz53iCdBSqhQCZ21CoLcc
"['Dmitri Shostakovich', 'Concertgebouworkest', 'Riccardo Chailly']","['spotify:artist:6s1pCNXcbdtQJlsnM1hRIA', 'spotify:artist:2HqNckz4bPVT37fWkhugTZ', 'spotify:artist:4Kjr1MPMUfuH3QKXtAljNy']"
"['Gaetano Donizetti', 'Enrico Caruso']","['spotify:artist:2jCGEMSZXMSOImpD8sqo56', 'spotify:artist:2uB3KPGd1ZUGRsox7N1iH5']"
"['Ruggero Leoncavallo', 'Luciano Pavarotti', 'Philadelphia Orchestra', 'Riccardo Muti']","['spotify:artist:72auy9NefUbGecYVrTiPzq', 'spotify:artist:0Y8KmFkKOgJybpVobn1onU', 'spotify:artist:6tdexW8bZTG8NgOFUCYQn1', 'spotify:artist:7silW8RiEOoLBgAg5JBCL1']"
"['Richard Wagner', 'Praxedis Geneviève Hug']","['spotify:artist:1C1x4MVkql8AiABuTw6DgE', 'spotify:artist:16e7QRaFOlfpDtz1s2tiEP']"
"['Ruggero Leoncavallo', 'Luciano Pavarotti', 'Philadelphia Orchestra', 'Riccardo Muti']","['spotify:artist:72auy9NefUbGecYVrTiPzq', 'spotify:artist:0Y8KmFkKOgJybpVobn1onU', 'spotify:artist:6tdexW8bZTG8NgOFUCYQn1', 'spotify:artist:7silW8RiEOoLBgAg5JBCL1']"
The Cure,spotify:artist:7bu3H8JO7d0UbMoVzbo70s
"['Joachim Pastor', 'Mischa']","['spotify:artist:6eNOjuJSfKkAvbiGW90AkZ', 'spotify:artist:4mYTitBU5sHQMr2fNEDir5']"
"['Joachim Pastor', 'Worakls']","['spotify:artist:6eNOjuJSfKkAvbiGW90AkZ', 'spotify:artist:5RPzPJCg4ER1LzQkorZ31p']"
Joachim Pastor,spotify:artist:6eNOjuJSfKkAvbiGW90AkZ
Joachim Pastor,spotify:artist:6eNOjuJSfKkAvbiGW90AkZ
Arcade Fire,spotify:artist:3kjuyTCjPG1WMFCiyc5IuB
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
Mano Tiro,spotify:artist:5ayst0iQtge9HLXzGFzi5G
"['Compuphonic', 'Marques Toliver']","['spotify:artist:7GZ8Tz3F5bLPTJYNSwiunY', 'spotify:artist:5zrD2ZqM6SB5XRJJwTroAu']"
Exotica,spotify:artist:4wOhI5HfrfNm4fCo4p33CV
"['Franz Joseph Haydn', 'London Symphony Orchestra', 'Sir Colin Davis']","['spotify:artist:656RXuyw7CE0dtjdPgjJV6', 'spotify:artist:5yxyJsFanEAuwSM5kOuZKc', 'spotify:artist:0TrG2LSot4KhaXqdf5K2zE']"
"['Wolfgang Amadeus Mozart', 'Simone Dinnerstein', 'José Antonio Méndez Padrón']","['spotify:artist:4NJhFmfw43RLBLjQvxDuRS', 'spotify:artist:6I5PzbEIGEQaQqWRmwKmFQ', 'spotify:artist:3h5h4I3IX7jQrI96umz1b5']"
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
Joep Beving,spotify:artist:2VKfXEWzhUi9siHBDTI02Y
Martha Argerich,spotify:artist:66MvLAvLznk5UOvASVGjk4
Kiwi,spotify:artist:5B9vWdtlNqK2UKM6MdE0WN
"['Tensnake', 'Fiora']","['spotify:artist:75nC6MXUalYZSOd7OfNkwq', 'spotify:artist:2r7POU2f5jV6x3k4vsNwrM']"
Super Flu,spotify:artist:1iZiG82D4w7FLHvOUUj4zW
Karmon,spotify:artist:5D23i7SCIXNP6GRHte99Md
"['Pet Shop Boys', 'Claptone']","['spotify:artist:2ycnb8Er79LoH2AsR5ldjh', 'spotify:artist:4mncDFjVLUa3s025Tct3Ry']"
Monkey Safari,spotify:artist:5zovXI5By2gUhdr7EByjLa
"['Tiësto', 'C.C. Sheffield']","['spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z', 'spotify:artist:3ePG42BqYBIZKBxzwVwe9L']"
Depeche Mode,spotify:artist:762310PdDnwsDxAQxzQkfX
Depeche Mode,spotify:artist:762310PdDnwsDxAQxzQkfX
"['ODESZA', 'Zyra']","['spotify:artist:21mKp7DqtSNHhCAU2ugvUw', 'spotify:artist:0DGAOR3KtqWwWSwDzhzqOa']"
"['François Couperin', 'Alexandre Tharaud']","['spotify:artist:4kVLtXuKJTE7SgYd2sQtaL', 'spotify:artist:5HG9Eg7Ik8ZuNtMyGYTxLG']"
"['Drake', 'WizKid', 'Kyla']","['spotify:artist:3TVXtAsR1Inumwj472S9r4', 'spotify:artist:3tVQdUvClmAT7URs9V3rsp', 'spotify:artist:77DAFfvm3O9zT5dIoG0eIO']"
Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4
Louie Austen,spotify:artist:41ITYFOUrXrzWhudmBYC0X
Lifelike,spotify:artist:3sa5sqxJqYjDZhGxmo4Ko5
The Beloved,spotify:artist:46h3caIKtqPlEfRHuSdibg
"['Johann Sebastian Bach', 'Czech Philharmonic Orchestra', 'Leopold Stokowski']","['spotify:artist:5aIqB5nVVvmFsvSdExz408', 'spotify:artist:35NnUEPKGspM23lTZvK3cb', 'spotify:artist:52sDxFX9DvIxUupTy8f1yx']"
"['Gustav Holst', 'Los Angeles Philharmonic', 'Zubin Mehta']","['spotify:artist:5B7uXBeLc2TkR5Jk23qKIZ', 'spotify:artist:6yeL5iw4hXNZtd8T7FOoFU', 'spotify:artist:3FEd0qHPFOgcpfw7bCXB4x']"
"['Nikolai Rimsky-Korsakov', 'Armenian Philharmonic Orchestra', 'Loris Tjeknavorian']","['spotify:artist:2kXJ68O899XvWOBdpzlXgs', 'spotify:artist:30In4DuNcOqzF9Pvnc89IQ', 'spotify:artist:34d9NkGrQZfP36SEA0ZoZf']"
"['Frédéric Chopin', 'Brigitte Engerer']","['spotify:artist:7y97mc3bZRFXzT2szRM4L4', 'spotify:artist:0WBFyyZxQ5CeA31cKSmhU2']"
"['Ludwig van Beethoven', 'Alessandro Commellato']","['spotify:artist:2wOqMjp9TyABvtHdOSOTUS', 'spotify:artist:3Shkfo18oCMv6IqTeNyNHC']"
Isao Tomita,spotify:artist:6wvkwvDNBOQ9FXRQGfBxIv
"['Tensnake', 'Tiger & Woods']","['spotify:artist:75nC6MXUalYZSOd7OfNkwq', 'spotify:artist:0AEi1DK5ehyvkZzOUlqEVz']"
"['Giuseppe Torelli', 'Kei Koito']","['spotify:artist:0iGlEKhYsOH3m6K7SHHJ2z', 'spotify:artist:0TIBjg7SJz9Ukrtr5rczVV']"
"['Ludwig van Beethoven', 'Quatuor Mosaïques', 'Erich Höbarth', 'Andrea Bischof', 'Anita Mitterer', 'Christophe Coin']","['spotify:artist:2wOqMjp9TyABvtHdOSOTUS', 'spotify:artist:36FfcyHQ19PvmvFnq8q7Ab', 'spotify:artist:4ykaDlOLVcwDaZSatgsVMl', 'spotify:artist:5I8bL6SIAfCs0OYR4pSAmC', 'spotify:artist:4yn9cnaLdZe7HYsIv0zr2O', 'spotify:artist:20IDzRi0wyLOh0Bj40v4Sj']"
"['Ludwig van Beethoven', 'Quatuor Mosaïques', 'Erich Höbarth', 'Andrea Bischof', 'Anita Mitterer', 'Christophe Coin']","['spotify:artist:2wOqMjp9TyABvtHdOSOTUS', 'spotify:artist:36FfcyHQ19PvmvFnq8q7Ab', 'spotify:artist:4ykaDlOLVcwDaZSatgsVMl', 'spotify:artist:5I8bL6SIAfCs0OYR4pSAmC', 'spotify:artist:4yn9cnaLdZe7HYsIv0zr2O', 'spotify:artist:20IDzRi0wyLOh0Bj40v4Sj']"
"['Ludwig van Beethoven', 'Quatuor Mosaïques', 'Erich Höbarth', 'Andrea Bischof', 'Anita Mitterer', 'Christophe Coin']","['spotify:artist:2wOqMjp9TyABvtHdOSOTUS', 'spotify:artist:36FfcyHQ19PvmvFnq8q7Ab', 'spotify:artist:4ykaDlOLVcwDaZSatgsVMl', 'spotify:artist:5I8bL6SIAfCs0OYR4pSAmC', 'spotify:artist:4yn9cnaLdZe7HYsIv0zr2O', 'spotify:artist:20IDzRi0wyLOh0Bj40v4Sj']"
"['Ludwig van Beethoven', 'Quatuor Mosaïques', 'Erich Höbarth', 'Andrea Bischof', 'Anita Mitterer', 'Christophe Coin']","['spotify:artist:2wOqMjp9TyABvtHdOSOTUS', 'spotify:artist:36FfcyHQ19PvmvFnq8q7Ab', 'spotify:artist:4ykaDlOLVcwDaZSatgsVMl', 'spotify:artist:5I8bL6SIAfCs0OYR4pSAmC', 'spotify:artist:4yn9cnaLdZe7HYsIv0zr2O', 'spotify:artist:20IDzRi0wyLOh0Bj40v4Sj']"
"['Ludwig van Beethoven', 'Quatuor Mosaïques', 'Erich Höbarth', 'Andrea Bischof', 'Anita Mitterer', 'Christophe Coin']","['spotify:artist:2wOqMjp9TyABvtHdOSOTUS', 'spotify:artist:36FfcyHQ19PvmvFnq8q7Ab', 'spotify:artist:4ykaDlOLVcwDaZSatgsVMl', 'spotify:artist:5I8bL6SIAfCs0OYR4pSAmC', 'spotify:artist:4yn9cnaLdZe7HYsIv0zr2O', 'spotify:artist:20IDzRi0wyLOh0Bj40v4Sj']"
"['Ludwig van Beethoven', 'Quatuor Mosaïques', 'Erich Höbarth', 'Andrea Bischof', 'Anita Mitterer', 'Christophe Coin']","['spotify:artist:2wOqMjp9TyABvtHdOSOTUS', 'spotify:artist:36FfcyHQ19PvmvFnq8q7Ab', 'spotify:artist:4ykaDlOLVcwDaZSatgsVMl', 'spotify:artist:5I8bL6SIAfCs0OYR4pSAmC', 'spotify:artist:4yn9cnaLdZe7HYsIv0zr2O', 'spotify:artist:20IDzRi0wyLOh0Bj40v4Sj']"
"['Ludwig van Beethoven', 'Quatuor Mosaïques', 'Erich Höbarth', 'Andrea Bischof', 'Anita Mitterer', 'Christophe Coin']","['spotify:artist:2wOqMjp9TyABvtHdOSOTUS', 'spotify:artist:36FfcyHQ19PvmvFnq8q7Ab', 'spotify:artist:4ykaDlOLVcwDaZSatgsVMl', 'spotify:artist:5I8bL6SIAfCs0OYR4pSAmC', 'spotify:artist:4yn9cnaLdZe7HYsIv0zr2O', 'spotify:artist:20IDzRi0wyLOh0Bj40v4Sj']"
Sergei Baronin,spotify:artist:43F9YqxW89cDIMwYv7Ruoy
William Wilson,spotify:artist:7EuAjEsiYkBk5jtTLZPwba
"['Jacques Offenbach', 'David Parry', 'London Philharmonic Orchestra']","['spotify:artist:4OihBPCQzR4GfbzqOY69Xm', 'spotify:artist:2dfDjeZroUd3LWmSFrAZCD', 'spotify:artist:3PfJE6ebCbCHeuqO4BfNeA']"
"['Henry Purcell', 'Nancy Argenta']","['spotify:artist:3tMLo1k3iUo82coMLWXzxq', 'spotify:artist:6AWyB0AhI3gzsAbe9cksLF']"
"['Antonio Bertali', 'Christopher Verrette', 'J. Tracy Mortimore', 'Dominic Teresi', 'Greg Ingles', 'Webb Wiggins', 'Chatham Baroque']","['spotify:artist:45hO4nAJEKDyshxWYxccy7', 'spotify:artist:77ehzcsBqLk7AC7Ccp63kv', 'spotify:artist:4QzVR6zARhw2lp1xtpm5lZ', 'spotify:artist:644pS7Tjq6vsAJHXMT4MYq', 'spotify:artist:2I7epjtEr6uv37ySgCGCXB', 'spotify:artist:5RzrbeA6IXJ2qIJHlRjFxf', 'spotify:artist:1L1JZbSjaKKcW7dmPB55vF']"
"['Antonio Vivaldi', 'Emma Kirkby', 'Academy of Ancient Music', 'Christopher Hogwood']","['spotify:artist:2QOIawHpSlOwXDvSqQ9YJR', 'spotify:artist:7cIdAeGd445NFOMJ3fr64K', 'spotify:artist:60adCptqwRkANTtVja0bvf', 'spotify:artist:0vBafEFOLXtq5mZuhMgsyL']"
William Wilson,spotify:artist:7EuAjEsiYkBk5jtTLZPwba
"['Richard Wagner', 'Swedish Radio Symphony Orchestra', 'Daniel Harding']","['spotify:artist:1C1x4MVkql8AiABuTw6DgE', 'spotify:artist:0K6ufQj8JzIZPPkvZrEwJS', 'spotify:artist:3sjupE75AphhTX12fgkQv6']"
Chromatics,spotify:artist:4tOVIRjlWWfR1RrAxyRqTE
MKRNI,spotify:artist:1X3EisQbC1AnVLw8I9zvFp
Bostich+Fussible,spotify:artist:0t6Z7PDF2cUpM805A0Y7sJ
Midnight Magic,spotify:artist:3KuNrap7xPWVJCyBHAE4le
Mercedes Nasta,spotify:artist:0eHEhyv8iCI5pLiD5Eh3vH
Pyramid,spotify:artist:3aSTe6gzR3XChH1wcLfhmD
Milli Vanilli,spotify:artist:3vRclCt9VnNhYIxFMQCxuM
Klangkuenstler,spotify:artist:6H77vD9YyhyxHBTkRpbMBk
Silvio Rodríguez,spotify:artist:4rUyBlggM5tZUH5QZn9ZuO
Silvio Rodríguez,spotify:artist:4rUyBlggM5tZUH5QZn9ZuO
"['Antonio Vivaldi', 'Michala Petri', 'Vladimir Spivakov', 'Moskow Virtuosi']","['spotify:artist:2QOIawHpSlOwXDvSqQ9YJR', 'spotify:artist:6esV49hvNq55CMWHuKSHIl', 'spotify:artist:24o3OUQvNiz3IY9DQhFhnF', 'spotify:artist:5akRx6zBL0YWqPjdi6yvnA']"
"['Antonio Vivaldi', 'Michala Petri', 'Vladimir Spivakov', 'Moskow Virtuosi']","['spotify:artist:2QOIawHpSlOwXDvSqQ9YJR', 'spotify:artist:6esV49hvNq55CMWHuKSHIl', 'spotify:artist:24o3OUQvNiz3IY9DQhFhnF', 'spotify:artist:5akRx6zBL0YWqPjdi6yvnA']"
"['Antonio Vivaldi', 'Michala Petri', 'Vladimir Spivakov', 'Moskow Virtuosi']","['spotify:artist:2QOIawHpSlOwXDvSqQ9YJR', 'spotify:artist:6esV49hvNq55CMWHuKSHIl', 'spotify:artist:24o3OUQvNiz3IY9DQhFhnF', 'spotify:artist:5akRx6zBL0YWqPjdi6yvnA']"
"['Antonio Vivaldi', 'Michala Petri', 'Vladimir Spivakov', 'Moskow Virtuosi']","['spotify:artist:2QOIawHpSlOwXDvSqQ9YJR', 'spotify:artist:6esV49hvNq55CMWHuKSHIl', 'spotify:artist:24o3OUQvNiz3IY9DQhFhnF', 'spotify:artist:5akRx6zBL0YWqPjdi6yvnA']"
"['Antonio Vivaldi', 'Michala Petri', 'Vladimir Spivakov', 'Moskow Virtuosi']","['spotify:artist:2QOIawHpSlOwXDvSqQ9YJR', 'spotify:artist:6esV49hvNq55CMWHuKSHIl', 'spotify:artist:24o3OUQvNiz3IY9DQhFhnF', 'spotify:artist:5akRx6zBL0YWqPjdi6yvnA']"
"['Antonio Vivaldi', 'Michala Petri', 'Vladimir Spivakov', 'Moskow Virtuosi']","['spotify:artist:2QOIawHpSlOwXDvSqQ9YJR', 'spotify:artist:6esV49hvNq55CMWHuKSHIl', 'spotify:artist:24o3OUQvNiz3IY9DQhFhnF', 'spotify:artist:5akRx6zBL0YWqPjdi6yvnA']"
"['Giacomo Puccini', 'Maria Callas', 'Orchestra Del Teatro Alla Scala, Milano', 'Herbert von Karajan']","['spotify:artist:0OzxPXyowUEQ532c9AmHUR', 'spotify:artist:0bjdfjE8XbLa2Odstu6E1E', 'spotify:artist:7JdPe4gzrYmbcko3FTav57', 'spotify:artist:5zCaQxjl110XTrm4LQ1CxY']"
"['Antonín Dvořák', 'George Szell', 'Cleveland Orchestra']","['spotify:artist:6n7nd5iceYpXVwcx8VPpxF', 'spotify:artist:2CFaOiHKik5FgNGzZJ08sx', 'spotify:artist:0jJszR81GjA87jeRq0Jgwz']"
"['Felix Mendelssohn', 'Eduard Brunner', 'Adrian Oetiker']","['spotify:artist:6MF58APd3YV72Ln2eVg710', 'spotify:artist:1YZbTL8pA4Xe9Ha7V4tLBu', 'spotify:artist:5ms0HcYSMsZ4WfEybRZO5p']"
"['Remo Giazotto', 'Jean-Claude Malgoire', 'La Grande Écurie et la Chambre du Roy']","['spotify:artist:2XVw29JYdo8C5MfteMnCqL', 'spotify:artist:0Dm0OYp3kyz8ML9Pkh4uwu', 'spotify:artist:0NXpAUHEoJkTDu5YIKHenS']"
"['Franz Schubert', 'Camille Berthollet', 'Guillaume Vincent']","['spotify:artist:2p0UyoPfYfI76PCStuXfOP', 'spotify:artist:4csnBbGU0qHQaIiFN2ZUvI', 'spotify:artist:4dCar1X66puqKkJ10NERSk']"
"['Antonín Dvořák', 'Tamsin Waley-Cohen', 'Huw Watkins']","['spotify:artist:6n7nd5iceYpXVwcx8VPpxF', 'spotify:artist:79fAZ50LAuQbzEjVnkpTvY', 'spotify:artist:3xgcjXeaaGErogsNHWbYPU']"
"['Pyotr Ilyich Tchaikovsky', 'Lang Lang']","['spotify:artist:3MKCzCnpzw3TjUYs2v7vDA', 'spotify:artist:1YZhNFBxkEB5UKTgMDvot4']"
"['Traditional', 'Gerald Brown', 'Elora Festival Singers', 'Michael Bloss', 'Noel Edison']","['spotify:artist:1U5zgr455OGyIkLNXvDdrf', 'spotify:artist:443KQXo3cS7WlFprxqpB0n', 'spotify:artist:5nT4cLeFAQJszMSk06DvDy', 'spotify:artist:1pz8MJziu4OCTLOL6cSEBR', 'spotify:artist:3XDSnbQl8YjKtXZjweDQjy']"
"['Chris Botti', 'Yo-Yo Ma']","['spotify:artist:3eFo5fMv53RYZBYlvT5Z6a', 'spotify:artist:5Dl3HXZjG6ZOWT5cV375lk']"
"['Camille Saint-Saëns', 'Slovak Radio Symphony Orchestra', 'Keith Clark']","['spotify:artist:436sYg6CZhNefQJogaXeK0', 'spotify:artist:428GNN7qZnTsMaK3SfPo6D', 'spotify:artist:2sGN4C0QLE8MqhMC6jToDw']"
"['Camille Saint-Saëns', 'Marian Lapsansky', 'Peter Toperczer', 'Slovak Radio Symphony Orchestra', 'Ondrej Lenard']","['spotify:artist:436sYg6CZhNefQJogaXeK0', 'spotify:artist:7kzWhxQcQdZ1OpRzcx0jIp', 'spotify:artist:0NS7T4hkQMYZUSNAnpqEfp', 'spotify:artist:428GNN7qZnTsMaK3SfPo6D', 'spotify:artist:1V8rAXmdVnkT0417znOkAs']"
"['Marvin Gaye', 'Kygo']","['spotify:artist:3koiLjNrgRTNbOwViDipeA', 'spotify:artist:23fqKkggKUBHNkbKtXEls4']"
"['Johann Sebastian Bach', 'Alison Balsom']","['spotify:artist:5aIqB5nVVvmFsvSdExz408', 'spotify:artist:44Z5ZP2F1omniNpGEdNDdt']"
"['Johann Sebastian Bach', 'Alison Balsom']","['spotify:artist:5aIqB5nVVvmFsvSdExz408', 'spotify:artist:44Z5ZP2F1omniNpGEdNDdt']"
