added_at_playlist,uri,name,popularity,duration_ms,is_explicit,album_name,album_release_date
2018-07-19T16:29:23Z,spotify:track:72Z17vmmeQKAg8bptWvpVG,Space Oddity - 2015 Remaster,74,318026,False,David Bowie (aka Space Oddity) [2015 Remaster],1969-11-04
2018-07-16T09:56:24Z,spotify:track:6BhxxHAQm26CchLzP8XLin,All Eyes On You,39,501760,False,Netzwerk,2014-01-01
2018-07-14T03:46:06Z,spotify:track:7nZ9CzhiFRPhOQCn7eDSnn,Vanille fraise,66,238183,False,Vanille fraise,2015
2018-07-12T01:52:39Z,spotify:track:2sBWCCylFvS2wEIaW4NTv8,Reload - Vocal Version / Radio Edit,0,221280,False,Reload (Vocal Version / Remixes),2013-01-01
2018-07-08T01:39:51Z,spotify:track:3wgxpFGbgAighXR6eo56nW,Kokomo,40,230856,False,The Beach Boys With The Royal Philharmonic Orchestra,2018-06-08
2018-07-08T01:26:06Z,spotify:track:2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,81,248440,False,Hot Space (2011 Remaster),1982-05-03
2018-07-04T21:15:58Z,spotify:track:0qG1teoBvooRo7Z5Z8edCk,La ritournelle,62,454480,False,Politics,2004-01-01
2018-07-04T21:14:05Z,spotify:track:1gWZZyQPb8KxMLS88wCdGR,Arc-en-ciel,49,231306,False,Arc-en-ciel,2018-06-01
2018-07-04T21:04:33Z,spotify:track:7ts7Z6IW6zSsSPO2UEgnY8,Teu Sorriso - Jex Opolis Remix,42,429913,False,"Claremont 56: 10 Years, Pt. 1",2017-07-01
2018-07-04T00:16:41Z,spotify:track:2yAOaUhMCX7irO3N1ygHs4,Part Eight,45,236280,False,Part Eight,2018-04-06
2018-06-27T20:38:03Z,spotify:track:5XxFY11r0YA6Xoyh1O9WsR,Epikur - Original,51,490725,False,Epikur EP,2014-03-31
2018-06-27T20:38:00Z,spotify:track:5Ka1cKv796zDMbd1pSiW88,Hot Skin - Radio Edit,48,209385,False,Hot Skin (Radio Edit),2014-11-17
2018-06-27T19:58:49Z,spotify:track:2IkK0qCVW7Z3Fa8pW0vXM0,Under Your Spell,9,296015,False,Desire,2009-03-17
2018-06-25T18:59:51Z,spotify:track:1nQRg9q9uwALGzouOX5OyQ,Radio Ga Ga - Remastered 2011,76,348226,False,The Works (2011 Remaster),1984-02-27
2018-06-21T11:51:21Z,spotify:track:0pohi8AmRlZfMv52rvdmDX,Living On My Own - Single Edit,0,185480,False,Messenger Of The Gods: The Singles Collection,2016-09-02
2018-06-20T16:43:09Z,spotify:track:3QtltqMrl0bIaDkDnDAYSI,The Voices - Original Mix,27,445357,False,Toolroom Live 02,2015-04-13
2018-06-20T16:26:01Z,spotify:track:6gxy4fOpNLkV7BR4HdRWci,If You Leave Tonight feat. Lazarusman,37,337781,False,Zero Gravity Love,2013-11-25
2018-06-20T15:59:04Z,spotify:track:1IbNYr8ByXsgwGbmOxLBXP,Friends,57,547244,False,Friends,2014-07-07
2018-06-20T14:32:32Z,spotify:track:6yNX6zzZ1Gh4F56ADV9rNk,La Selva - Original Mix,11,398346,False,La Selva EP,2018-04-20
2018-06-20T14:03:30Z,spotify:track:3Fvvgf6VlGrWWo03SaIayb,Rej,0,481760,False,Rej,2006
2018-06-19T14:58:25Z,spotify:track:4VqzmxFxUFUB7lTturRUrC,C.Y.S. - Original Mix,46,323959,False,C.Y.S.,2014-01-30
2018-06-18T15:20:27Z,spotify:track:6ig2EfxvupxxEuj4LGydwg,The Life Aquatic,37,307804,False,First Landing,2017-08-04
2018-06-16T23:56:18Z,spotify:track:3vCHmbyOgc6pgwLUWfU4pF,Somebody To Love - Remastered 2011,0,296480,False,A Day At The Races (2011 Remaster),1976-12-10
2018-06-14T17:51:04Z,spotify:track:3EGlnkJGcwz73rT0oE0X1X,Friends Will Be Friends - Remastered 2011,63,246906,False,A Kind Of Magic (2011 Remaster),1986-06-02
2018-06-12T16:34:27Z,spotify:track:3piKYeHt12HdrZkuHYFiCm,Zamin,28,292875,False,Buddha-Bar XX,2018-06-01
2018-06-11T23:25:10Z,spotify:track:7MpQOaVorMfoNHOJ80YxhY,Life on Mars? - 1999 Remaster,43,223413,False,Best of Bowie,2002-10-21
2018-06-11T21:16:47Z,spotify:track:6cuKJ1bFFy4OjfkCI9YBqc,I'm Not In Love,0,366640,False,The Original Soundtrack,1975
2018-06-10T05:03:37Z,spotify:track:51nLU6TLdqeh8HZNKp9lyh,Watch Your Step,33,349300,False,Times,2013-04-19
2018-06-10T05:00:01Z,spotify:track:5K3prC9oEqYjkoxORin9sr,Come Easy - DAVID AUGUST Remix,29,377480,False,"Come Easy (incl. Remixes by Dave Aju, David August, Jimi Jules, Kalabrese)",2014-05-23
2018-06-09T04:21:47Z,spotify:track:7qVnzohY8VAKFkiJIgStbk,Alma Mía (feat. Los Macorinos),54,259586,False,"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos), Vol. 2",2018-02-09
2018-05-28T13:12:14Z,spotify:track:52pduFPbWVQ4zqBVhCj9z2,Therapy,46,345242,False,II,2013-08-05
2018-05-21T18:17:06Z,spotify:track:0eIBSKaeYrzREuDJXoDvHZ,Sordid Affair - Maceo Plex Remix,0,478265,False,Sordid Affair - Remixes,2014-12-29
2018-05-15T13:47:20Z,spotify:track:3oZ4QKkrK1yomizBmIZxKW,Ragysh,39,500200,False,Ragysh,2011-04-04
2018-05-15T10:17:08Z,spotify:track:5LEzecDQwrMstEqIeqfhc2,After Laughter (Comes Tears) - Wendy Rene,0,182893,False,"Light In The Attic 10 Year Anniversary: Wendy Rene ""After Laughter (Comes Tears)""",2012-10-30
2018-05-14T21:00:45Z,spotify:track:5rhzB5Iwvjw0WV6pM9GPo1,Der Schmelz - David August Revision,33,437819,False,Diynamic Revisited (By David August),2014-09-01
2018-05-14T20:46:55Z,spotify:track:2pOaeeEj3eSRMMLlftPNHX,Last Day - David August Revision,53,404818,False,Diynamic Revisited (By David August),2014-09-01
2018-05-14T20:43:50Z,spotify:track:3nkJ1svSo3NqLrfbYijxFg,The Spell,22,402270,False,The Spell / A Golden Rush,2016-11-04
2018-05-12T12:12:41Z,spotify:track:3BtfsfT9NHgUXe9t1J2hm4,Valse No. 2 En Do Diese Mineur,18,223720,False,Chopin: Valses (Remastered),2012-05-07
2018-05-12T12:05:05Z,spotify:track:51o9um6jy5hHyktEmIByet,D. 911: Op. 89 : Der Lindenbaum,11,313440,False,Schubert: Winterreise (Berlin 1948),2007-09-12
2018-05-12T11:42:05Z,spotify:track:2T0d4wna1EMipBasS35A2D,"Frühlingsstimmen, Walzer Op.410",29,374653,False,The Complete New Year Concerts (1952-1954),2004
2018-05-12T11:37:17Z,spotify:track:4dGkPPLnIdVgogqpyaAjbc,Il barbiere di Siviglia: Overture (Sinfonia),0,425000,False,Rossini: Complete Overtures (3 CDs),2003-01-01
2018-05-11T13:07:35Z,spotify:track:5UCWBekMGZxMDZyM2NVLzZ,Time,0,400957,False,Time,2017-06-09
2018-05-11T13:07:01Z,spotify:track:3eJBKLhpOauQJlgoOSPErD,York - Original Mix,47,476675,False,York,2015-05-03
2018-05-08T20:31:14Z,spotify:track:6xU55Vu2aHZMEaR13KlMwF,Silhouette,0,268040,False,West Of The West,2016-09-23
2018-05-08T20:28:05Z,spotify:track:1xFPRq7rzAxdLVysdIQWXH,I'm Not Alone - Deadmau5 Mix,40,495306,False,I'm Not Alone (Remixes),2009-04-13
2018-05-08T20:28:03Z,spotify:track:4ua0IepBEISCWwF8dTJvcU,Ghosts 'n' Stuff,60,328253,False,For Lack Of A Better Name,2009-01-01
2018-05-08T20:27:48Z,spotify:track:1mCmHiSivRYNDghiq1lfnz,Bad Kingdom,55,262840,False,II,2013-08-05
2018-05-08T20:27:46Z,spotify:track:7dltD9eEX7X1zk8JJ9BS0e,Superstar (feat. Matthew Santos),67,289000,False,Lupe Fiasco's The Cool,2007-01-01
2018-05-08T20:26:58Z,spotify:track:2HHiZYkv0U75DQWdYYUjRu,Adalita,0,209361,False,Embrace,2013-09-09
2018-05-08T20:08:23Z,spotify:track:6OGRM4MAOlyOdhHuX0OJ6P,A New Error,2,367306,False,Moderat (Deluxe Version),2009-05-11
2018-05-06T19:51:08Z,spotify:track:3TB9KL7iUVd7N5ihzghGw4,Gymnopedie,47,217877,False,Classical Guitar for Study,2017-01-30
2018-05-06T14:56:57Z,spotify:track:7GoxKu8t9UrreFlOqT4Zsx,Until We Shine,38,324837,False,Times,2013-04-19
2018-05-06T14:50:02Z,spotify:track:5eI7bbac9e0lTC8WR9rbLD,Phenomena,32,342836,False,Times,2013-04-19
2018-05-06T14:50:00Z,spotify:track:0sPjWj4wIv1CXZCM4CgtnJ,Anthem,26,282486,False,Times,2013-04-19
2018-05-05T14:59:37Z,spotify:track:11kFCPT3e5GGpDQhX6d4sD,The Piano: The Heart Asks Pleasure First,55,260973,False,Chasing Pianos - The Piano Music Of Michael Nyman,2014-01-01
2018-05-05T14:44:16Z,spotify:track:41g83Usxjh9TRoxNGGqTTU,"Orfeo ed Euridice, Wq. 30 - Arranged Sgambati / Act 2: Melodie dell'Orfeo",0,181546,False,Fantasia,2012-03-01
2018-05-05T13:52:46Z,spotify:track:5ZRg77shbylDbHu00QxYac,Konichiwa,25,277866,False,Konichiwa,2017-09-01
2018-05-05T06:05:56Z,spotify:track:4g3Ax56IslQkI6XVfYKVc5,The Less I Know The Better,0,216318,True,Currents,2015-07-17
2018-05-05T05:29:32Z,spotify:track:3G7mNgJKJaOfIIYrcQJJyT,Motion Sickness,38,320505,False,In Our Heads,2012-06-11
2018-05-03T00:24:46Z,spotify:track:4kJWtxDDNb9oAk3h7sX3N4,Strobe,47,634151,False,Strobe,2010-01-01
2018-05-02T20:43:23Z,spotify:track:6c9EGVj5CaOeoKd9ecMW1U,Strobe - Radio Edit,56,214186,False,Strobe,2010-01-01
2018-04-30T16:44:50Z,spotify:track:0bXpmJyHHYPk6QBFj25bYF,Intro,32,127920,False,xx,2009-08-16
2018-04-27T13:46:18Z,spotify:track:3FZDCjlguudTipHtZjEJVY,Doubter - Hannes Fischer Remix,18,352690,False,Sonar Kollekting Vol.1,2013-10-07
2018-04-20T18:58:08Z,spotify:track:20OvtcB4riRmoXeGoyr5UA,Primative People - Tale Of Us Remix,45,426782,False,Changing Days Remixes,2013-09-13
2018-04-15T23:59:30Z,spotify:track:2F8MgAU5ZQ2Io6lpNoL9rm,Set Me On - David August Remix,0,421418,False,Set Me On,2014-08-25
2018-04-11T16:41:00Z,spotify:track:3DTipYHXLpwTJh73CbQP3R,MZ,44,381996,False,IFA,2017-02-10
