added_at_playlist,uri,username,name,popularity,duration_ms,is_explicit,album_name,album_release_date
2021-03-30T01:20:10Z,spotify:track:41tTurAQi6EnvoijjUf0rk,Lina,Bob Ross,11,224510,False,Bob Ross,2021-03-28
2021-03-26T19:57:50Z,spotify:track:7rU6Iebxzlvqy5t857bKFq,Lina,Plastic Love,66,294493,False,Expressions,2008-05-21
2021-03-24T16:31:07Z,spotify:track:6qziCLmMT1n8IevVTWl950,Lina,I Will Wait For You,40,190760,False,Her Greatest Hits & Finest Performances,1996-01-01
2021-03-20T15:51:15Z,spotify:track:2yJ9GVCLMmzBBfQAnfzlwr,Lina,THat Part,66,313573,True,Blank Face LP,2016-07-08
2021-03-05T02:09:57Z,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,Lina,Goosebumps - Remix,92,162802,True,Goosebumps (Remix),2021-01-15
2021-03-04T01:57:05Z,spotify:track:6N42xAGv2oUIUDuJ0IIjD7,Lina,Milestone 2 (Skux Life),33,176573,False,Hunt for the Wilderpeople (Original Motion Picture Soundtrack),2016-06-24
2021-03-02T18:53:33Z,spotify:track:5zWZ9iNevP0397xB3jWV2z,Lina,Brother Louie,71,222666,False,Ready For Romance,1986
2021-02-10T22:46:53Z,spotify:track:5q1pDq0GQeh1Vy8yJP9TO4,Lina,F THE WORLD(Feat.Wonstein),39,203640,False,My Sadness,2019-11-18
2020-12-20T17:24:52Z,spotify:track:6SOw5YcoAXoKphG5iPzXEz,Lina,Photo of My Mind,56,272720,False,"Crash Landing on You (Original Television Soundtrack), Pt. 6",2020-01-25
2020-12-20T14:21:26Z,spotify:track:6H2RtOSiSjCVyqKpgjgIZ3,Lina,The Song for My Brother - Orchestra Version,47,275813,False,Crash Landing on You (Original Television Soundtrack),2020-02-16
2020-12-04T13:39:08Z,spotify:track:5OFKWrKbS8iTIGxgjyHDzW,Lina,Coffee (F***ing) (feat. Wale),53,314053,True,Coffee (F***ing) (feat. Wale),2015-05-01
2020-11-30T00:45:20Z,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,Lina,LA NOCHE DE ANOCHE,94,203200,False,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27
2020-11-28T00:15:03Z,spotify:track:4WUnM4KNZ0kjp0CUeoyOnS,Lina,I Swear,68,259853,False,All-4-One,1994-01-01
2020-11-28T00:14:28Z,spotify:track:7MYmo0JJJDmu4MZTSAF9y3,Lina,On Bended Knee,59,329800,False,II,1994-01-01
2020-11-28T00:09:21Z,spotify:track:3kVIFDE3G89I2RPVkiRaRj,Lina,Cupid,63,252266,False,112,1996-08-27
2020-11-28T00:08:49Z,spotify:track:3nXrCAE44KlevAkQB2XWcN,Lina,Gonna Love Me,70,166997,False,K.T.S.E.,2018-06-23
2020-11-28T00:07:23Z,spotify:track:1vbe9sh7U9vdMceAhitWr2,Lina,Can You Stand The Rain,62,297706,False,Heart Break,1988-01-01
2020-11-28T00:06:48Z,spotify:track:4G1qRhOk1YY0kewtMaCrMC,Lina,Rain,64,264506,False,Release Some Tension,1997-07-29
2020-11-28T00:04:30Z,spotify:track:3w8Mw9GHYepoTWOSdiyosj,Lina,Incomplete,62,274226,True,Unleash The Dragon,1999-01-01
2020-11-28T00:04:12Z,spotify:track:4lRrk574qIHpoEEKC1zuam,Lina,At Your Best (You Are Love),65,291400,False,Age Ain't Nothing But A Number,1994-05-22
2020-11-28T00:04:06Z,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,Lina,Love,76,255333,False,The Way It Is,2005-01-01
2020-11-27T23:41:22Z,spotify:track:5u3FywQOPJ5O7ZAjm31cnq,Lina,Right Here - Human Nature Radio Mix,63,226800,False,Right Here,1992
2020-11-23T13:37:21Z,spotify:track:1oOEkBNp4zWnkD7nWjJdog,Lina,Snow On Tha Bluff,70,235480,True,Snow On Tha Bluff,2020-06-16
2020-11-23T11:56:00Z,spotify:track:3MAgQuClHcAV8E9CbeBS6f,Lina,Lotus Flower Bomb (feat. Miguel),73,213253,True,Ambition,2011-10-28
2020-11-22T03:02:33Z,spotify:track:1VbiENVGHwF5Y70Ywotwe1,Lina,Don't Look Back (feat. Kotomi & Ryan Elder) [From Rick and Morty: Season 4],60,207000,False,Don't Look Back (feat. Kotomi & Ryan Elder) [From Rick and Morty: Season 4],2020-06-01
2020-11-05T16:08:46Z,spotify:track:1KOGBw8kuawbxJWqcHypy0,Lina,Death Stranding,55,316214,False,Death Stranding,2019-10-01
2020-11-01T14:01:46Z,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Lina,lovely (with Khalid),89,200185,False,lovely (with Khalid),2018-04-19
2020-11-01T05:46:26Z,spotify:track:0U3u0HdRQjD8mAMYBak4Ok,Lina,Saw You In A Dream,66,208280,False,Saw You In A Dream,2017-06-30
2020-10-03T12:04:07Z,spotify:track:0RWpk45QZEh3l3LcM6TL7q,Lina,사랑합니다...,7,228946,False,영민,2003-03-01
2020-10-02T12:38:42Z,spotify:track:1bSpwPhAxZwlR2enJJsv7U,Lina,No Surprises,31,229120,False,OK Computer,1997-05-28
2020-10-02T12:38:32Z,spotify:track:2MZSXhq4XDJWu6coGoXX1V,Lina,Avril 14th,66,125520,False,Drukqs,2001-10-22
2020-08-24T00:37:24Z,spotify:track:0COiZ7ncho2yi4HotbzgPv,Lina,Motion Picture Soundtrack,15,200482,False,Kid A,2000-10-01
2020-06-17T14:05:43Z,spotify:track:633uP66CxkLqwIWmgUZrl2,Lina,Two Words,45,232160,False,Inspired,2008-07-28
2020-05-26T18:29:55Z,spotify:track:4SFBV7SRNG2e2kyL1F6kjU,Lina,"The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846",67,139306,False,Piano Book (Deluxe Edition),2019-03-29
2020-05-22T13:43:07Z,spotify:track:0KOE1hat4SIer491XKk4Pa,Lina,A Change Is Gonna Come,70,191160,False,Ain't That Good News,1964-03-01
2020-05-22T13:42:49Z,spotify:track:36AlMHDBFwSsD3FQOy1R81,Lina,Try a Little Tenderness,65,201733,False,Complete & Unbelievable: The Otis Redding Dictionary of Soul,1966-10-15
2020-05-22T13:42:46Z,spotify:track:1aj4GXfmEYXfdVZohCpNKu,Lina,Stand by Me,71,172333,False,Pain in My Heart,1964
2020-05-22T13:42:43Z,spotify:track:3zBhihYUHBmGd2bcQIobrF,Lina,(Sittin' On) the Dock of the Bay,76,163755,False,The Dock of the Bay (Mono),1968
2020-05-22T13:42:28Z,spotify:track:4EUlszQIxlPwiHJ6e6j6Gy,Lina,Never Knew Love Like This Before,61,325173,False,The Best Of Stephanie Mills,1995-01-01
2020-04-29T16:48:16Z,spotify:track:4a6q8CR2hzLk2plDkSxkfD,Lina,I.F.L.Y.,80,165714,True,Soul Searching,2019-08-09
2020-04-29T05:57:50Z,spotify:track:1OQEF0LsL7KMQmBZSiUcdE,Lina,End Summer,57,270837,False,Mt. Bachelor,2020-03-26
2020-03-02T12:54:11Z,spotify:track:11ohYWiNcQLwMRrOo88ikv,Lina,AY AY AY,52,145973,False,AY AY AY,2020-01-22
2020-03-02T12:19:19Z,spotify:track:5oBMyeX0QVZmRNeNyCb1YO,Lina,At Night - Kid Crème Funksta Mix,6,485533,False,Legends of House - Two Decades of House Music History,2018-03-16
2020-02-25T11:03:11Z,spotify:track:1bk1e97WRD93cTjt47VFdz,Lina,Why I Still Love You,31,169053,True,Why I Still Love You,2020-01-17
2020-02-25T11:02:46Z,spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,Lina,Lose Control (feat. Ciara & Fat Man Scoop),68,226863,True,The Cookbook,2005-07-04
2020-02-25T11:02:41Z,spotify:track:3jagJCUbdqhDSPuxP8cAqF,Lina,Work It,72,263226,True,Under Construction,2002-11-11
2020-02-25T11:02:32Z,spotify:track:6zsk6uF3MxfIeHPlubKBvR,Lina,Get Ur Freak On,71,211120,True,Miss E... So Addictive,2001-05-14
2020-02-25T11:01:31Z,spotify:track:6nBQFAIVFmAx2oZ8p6lUg6,Lina,Tempo (feat. Missy Elliott),71,175342,True,Cuz I Love You,2019-04-19
2020-02-25T11:00:20Z,spotify:track:6CbcdeTQKj0qTaZTt0xkdk,Lina,Happy,64,262226,True,Ashanti,2002-01-01
2020-02-25T11:00:11Z,spotify:track:6pWzCKTrKrwbUPzY8RLCoP,Lina,Rock Wit U (Awww Baby),67,209120,False,Chapter II,2003-01-01
2020-02-25T10:58:43Z,spotify:track:6zMUIb4uce1CzpbjR3vMdN,Lina,Foolish,73,227386,True,Ashanti,2002-01-01
2020-02-24T20:49:51Z,spotify:track:0nMy2qZ3UXvV1WCosahGTW,Lina,Into You,52,274386,True,Mr Loverman,2018-06-27
2020-02-24T12:42:07Z,spotify:track:6tDxrq4FxEL2q15y37tXT9,Lina,Dear Mama,74,280000,True,Me Against The World,1995-03-14
2020-02-24T12:42:01Z,spotify:track:6uRH1qMz30ZBwwUG0IYE5s,Lina,Dance With Me,62,231800,False,Part III,2001
2020-02-24T12:35:52Z,spotify:track:2qPx2QWd7vp8XxgeD9Wn5W,Lina,Player's Anthem,46,322226,False,Conspiracy,1995-08-15
2020-02-24T12:27:50Z,spotify:track:6KoaqyDrVtZmlWET7Nf9Ez,Lina,No Diggity,43,272510,False,No Diggity (Cooler Than Now Remix),1996
2020-02-24T12:27:05Z,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,Lina,Do For Love,74,281600,True,R U Still Down? [Remember Me],1997-01-01
2020-02-24T12:17:39Z,spotify:track:7MQywXGHEev7JmwwIzMcao,Lina,Love Like This,67,275706,False,Keep the Faith,1998
2020-02-11T18:03:12Z,spotify:track:0GCr34G7GoGu5eo0VXHoQb,Lina,Lips - Edu Imbernon Remix,2,435967,False,Lips (Edu Imbernon Remix),2017-12-01
2020-02-05T23:21:33Z,spotify:track:1qbXrxctv75pm1lWCn6Zw3,Lina,Walking (feat. Swae Lee & Major Lazer),63,167080,True,Head In The Clouds II,2019-10-11
2020-01-24T05:48:56Z,spotify:track:1WwdJXBxpYiCx16tFaJSuc,Lina,Drifting,14,230211,False,Drifting,2018-06-13
2020-01-23T16:22:10Z,spotify:track:3eNSdI9oriVPpuqkpO4h31,Lina,These Eyes,50,225400,False,The Best Of The Guess Who,1971
2020-01-20T18:26:29Z,spotify:track:73cn6vDBBOS74HXf27l9t4,Lina,Parallel Jalebi,46,233882,False,Beautiful Rewind,2013-10-04
2020-01-14T23:15:34Z,spotify:track:02BwlHD6hUNn3kzySLfqMq,Lina,Ne Me Quitte Pas (Don't Leave Me),47,168746,True,Ne Me Quitte Pas (Don't Leave Me),2020-01-10
2020-01-14T23:13:10Z,spotify:track:3eoNUm0LU9hATVVi9w4fM6,Lina,Lost In Yesterday,0,249586,False,Lost In Yesterday,2020-01-08
2020-01-14T23:12:18Z,spotify:track:50aTwBKhPD3D3BW04UtjmA,Lina,Guilty Conscience,53,213360,False,Guilty Conscience,2020-01-10
2020-01-14T23:06:02Z,spotify:track:3ClBKQkKoaUQ6UOhe2xlJK,Lina,Good News,66,342040,False,Good News,2020-01-09
2020-01-14T23:05:45Z,spotify:track:20MuVazoNMv6xjKPnRFOxG,Lina,WAKE UP,74,231963,True,ASTROWORLD,2018-08-03
2020-01-12T18:14:46Z,spotify:track:2WuzAwiZzest2eONspeXMA,Lina,Just,54,372555,False,Just EP,2015-06-22
2020-01-08T00:54:03Z,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,Lina,The Boy Is Mine,69,294786,False,Never Say Never,1998-05-29
2020-01-08T00:51:09Z,spotify:track:48JAAdtKgOQ4u4QRER6bJX,Lina,Goin' Crazy,52,294093,False,Natalie,2005-01-01
2020-01-08T00:51:03Z,spotify:track:0ncKBXed6bqjse7FZJHydU,Lina,Stay,19,249960,False,Natalie,2005-01-01
2020-01-08T00:49:59Z,spotify:track:5aMY3ni10LaqUldipYyUSd,Lina,Where Are You,50,243333,False,Natalie,2005-01-01
2020-01-08T00:48:18Z,spotify:track:6tBD4yjOf9P8rWwUlXdJFm,Lina,Have You Ever,61,273440,False,Never Say Never,1998-05-29
2019-12-31T20:35:10Z,spotify:track:6LoQHIo74tOzQ8EsLEkhgF,Lina,Come & Get It,71,231986,False,Stars Dance (Bonus Track Version),2013-01-01
2019-12-30T13:37:51Z,spotify:track:1oFiPGBafH9Woo9AMwgBSl,Lina,I'm Every Woman,69,247413,False,Chaka,1978-10-13
2019-12-30T13:21:34Z,spotify:track:56HHp4XoDpUvDVWI6heIfr,Lina,Ten Percent,0,427933,False,Ten Percent,1976
2019-12-28T06:19:07Z,spotify:track:3kOjVFw4sgfAl3BhPBQubG,Lina,Would You,0,153124,False,Volume 1,2018-11-02
2019-12-26T23:50:38Z,spotify:track:70RK8WEbDBmekhXKtqI1Ej,Lina,Robin Hood (Mokita Remix),41,215384,False,Robin Hood (Mokita Remix),2019-06-21
2019-12-26T14:16:17Z,spotify:track:2W8d6AkRCP2qD89z1zK5MJ,Lina,Plans (feat. Vory),52,138390,True,Head In The Clouds,2018-07-20
2019-12-24T03:15:10Z,spotify:track:4BokCZjL92n7h7Q1OaTGPf,Lina,Liar,53,236413,False,Liar,2016-12-16
2019-12-16T04:37:59Z,spotify:track:360FnLgZGXLTy0twHgB2PS,Lina,Stuyvesant Phase,0,273548,False,NYMS1,2019-12-15
2019-12-15T03:07:13Z,spotify:track:174rZBKJAqD10VBnOjlQQ3,Lina,How Do I Breathe,70,216893,False,Go,2007-12-11
2019-12-15T03:02:06Z,spotify:track:1rsjEh7NopIh4Rx67P7ta6,Lina,Long Distance,45,226426,False,Human,2008-12-08
2019-12-15T03:01:51Z,spotify:track:31er9IGsfFbwqy1pH4aiTP,Lina,I Have Nothing,75,289160,False,The Bodyguard - Original Soundtrack Album,1992-11-17
2019-12-15T03:00:50Z,spotify:track:1jisR33Bck5thSyt75iR2c,Lina,Have You Ever? - Radio Edit,38,214573,False,The Best of Brandy,2005-04-05
2019-12-15T02:54:53Z,spotify:track:6nIcGJK6Pj1ThzC6r8O8hA,Lina,Leave (Get Out) - 2018,63,239560,False,JoJo (2018),2018-12-21
2019-12-15T02:54:44Z,spotify:track:7IljDTNkQEyy77CcaRbiAj,Lina,Endless Love (with Mariah Carey),63,259666,False,Songs,1994-09-20
2019-12-15T02:54:36Z,spotify:track:6dZ6qWl1e9GsMndBG7vqB9,Lina,Unfoolish,62,194160,True,Ashanti,2002-01-01
2019-12-15T02:51:31Z,spotify:track:4YZaLNrZgiEztlf4TLMJuD,Lina,Weak - 2018,53,318320,False,JoJo (2018),2018-12-21
2019-12-15T02:50:44Z,spotify:track:3hc7PLcmuZbJGPjhIore1i,Lina,Too Little Too Late - 2018,67,223533,False,The High Road (2018),2018-12-20
2019-12-15T02:50:11Z,spotify:track:7oeAmjYo4MJDklImlVSavw,Lina,Almost,56,221320,False,Between Friends,2006
2019-12-11T00:19:19Z,spotify:track:4ZEfDHV29vbM5conksivxy,Lina,NINANO,37,191122,False,MINZY WORK 01 UNO,2017-04-17
2019-12-11T00:09:26Z,spotify:track:7pueMCX3VIGy3pM83PuCMz,Lina,Shameful 창피해,7,212964,False,Spring,2019-03-13
2019-12-02T10:54:59Z,spotify:track:47TqCCnEliDp8NRDyIQoQq,Lina,You Make Me Wanna...,68,219120,False,My Way,1997-09-16
2019-11-26T20:39:30Z,spotify:track:312WNtMs3F28cUukaPY9bo,Lina,American Teen,71,250746,False,American Teen,2017-04-27
2019-11-25T10:57:05Z,spotify:track:3m2fuTHJMXCnxiIBilSQrE,Lina,JoJo's Bizarre Adventure: Golden Wind: Giorno's Theme: Il Vento D'Oro: Main Theme,51,259777,False,JoJo's Bizarre Adventure: Golden Wind: Giorno's Theme: Il Vento D'Oro: Main Theme,2019-10-18
2019-11-22T17:40:55Z,spotify:track:2pSbGaFMqJFABUnPKhBeP4,Lina,ホログラム (第15〜26話OP),42,250608,False,熱烈!アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「鋼の錬金術師FULLMETAL ALCHEMIST」 vol.1 [主題歌OP/ED 編],2015-03-18
2019-11-22T17:24:03Z,spotify:track:1CuefebBgws7i3xpkVPFbw,Lina,Period (第39〜50話OP),28,218267,False,熱烈!アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「鋼の錬金術師FULLMETAL ALCHEMIST」 vol.1 [主題歌OP/ED 編],2015-03-18
2019-11-20T15:19:10Z,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,Lina,Love Hurts,60,233133,False,Hair Of The Dog,1975-01-01
2019-11-11T03:49:14Z,spotify:track:5cQB9fbuQCz4muQUFkv3rR,Lina,Serendipity (Full Length Edition),75,276707,False,Love Yourself 結 'Answer',2018-08-24
2019-11-11T02:17:05Z,spotify:track:07IlTJZln2vfZtJ7vR4IMf,Lina,Adios,60,200500,False,Departure,2019-10-29
2019-11-09T22:35:19Z,spotify:track:5JXiWu9sTkRyOEyC1OQeJM,Lina,It Might Be You,43,260506,False,The Promise,2013-07-30
2019-11-06T22:50:57Z,spotify:track:1ghlpxVfPbFH2jenrv9vVw,Lina,Duel of the Fates,64,254346,False,Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),1999-05-04
2019-11-01T14:17:36Z,spotify:track:3hQ3u1yJvWKCOZzUHVzYxS,Lina,4 Seasons Of Loneliness,0,292400,False,Evolution,1997-03-23
2019-10-29T10:10:49Z,spotify:track:6MlM7j7otOKpa0jFi8htxm,Lina,Everlasting Love,45,288373,False,Ask Rufus,1977-01-01
2019-10-29T10:10:27Z,spotify:track:5spAjqC772iC2KzDvEkmSr,Lina,A Song for You,64,325946,False,Donny Hathaway,1971
2019-10-29T10:09:39Z,spotify:track:2yOm4lN7aTygtXanJFNFWU,Lina,"Any Time, Any Place",60,428200,False,Janet,1993-05-18
2019-10-26T02:19:46Z,spotify:track:6AgDFWLbbAt2migXMbrhXT,Lina,Ready Or Not,55,275826,False,After 7,1989-01-01
2019-10-24T10:10:26Z,spotify:track:5UqivtkoiPTXrJu6GIt1mh,Lina,No Right To Love You - Acoustic,3,229557,False,No Right To Love You (Acoustic),2018-05-18
2019-10-23T11:19:16Z,spotify:track:7aQjPecQdIuNd1sz3KCDhD,Lina,Lovefool,73,193953,False,First Band On The Moon (Remastered),1996-01-01
2019-10-23T11:09:38Z,spotify:track:6a5jHgwqYMk9wlYJYfs3c9,Lina,Can We Talk,65,284586,False,The Best of Tevin Campbell,2001
2019-10-23T11:01:37Z,spotify:track:4L46sysb98XMHmAur6VerM,Lina,His Eye Is On The Sparrow,38,213106,False,Sparkle: Original Motion Picture Soundtrack,2012-07-27
2019-10-23T11:00:16Z,spotify:track:5cJkLR7M84R92ZDH7cHYQS,Lina,I'm Missing U,43,258336,False,What About Bob?,2008
2019-10-23T10:58:09Z,spotify:track:0qKKE7sLRt9jqG0b04w7Es,Lina,No Ordinary Love,52,245400,False,Jennifer Love Hewitt,1996-09-03
2019-10-23T10:52:47Z,spotify:track:3JmUG6cpImbmpU4oIJiCPm,Lina,Moving On,38,264200,False,Toya,2001-07-09
2019-10-23T10:49:56Z,spotify:track:4X0n2CXP1iYeanqncTPSG9,Lina,The Biggest Part of Me,46,273733,False,Superhero,2001-01-01
2019-10-23T10:39:31Z,spotify:track:3333YXdcyths5CB8v28dZj,Lina,Let's Wait Awhile,50,277400,False,Control,1986-02-04
2019-10-23T02:19:31Z,spotify:track:4eO6lK0DFBuVA5hgB2B1uv,Lina,How to Say Goodbye,31,207466,False,Belle,2005-01-01
2019-10-21T13:31:58Z,spotify:track:3YKptz29AsOlm7WAVnztBh,Lina,Kiss from a Rose,74,288426,False,Seal,1994-05-31
2019-10-21T13:31:28Z,spotify:track:6MXeTGKPhVuaifyloxs8tL,Lina,Truly Madly Deeply,30,277266,False,Love Songs,2014-02-10
2019-10-21T13:31:17Z,spotify:track:4WrUZTGFXeZNxpRDKU18Y1,Lina,Because You Loved Me,39,273066,False,Love Songs,2014-02-10
2019-10-21T13:31:08Z,spotify:track:75Zt3w8c8ElZUHgkDanozH,Lina,Time After Time,25,238853,False,Love Songs,2014-02-10
2019-10-21T13:29:53Z,spotify:track:2zItQNJrVrTioXTXWiI2ed,Lina,When Can I See You,56,229600,False,For The Cool In You,1993-08-24
2019-10-21T13:27:58Z,spotify:track:1WtkrKWpfFx75erK1VqtQh,Lina,Tender Love,54,234053,False,Chillin',1985-01-01
2019-10-20T15:46:05Z,spotify:track:1urmwhtXPiakhcqvqUi3rp,Lina,Brown Eyes,62,276093,False,Survivor,2001-05-01
2019-10-20T15:41:59Z,spotify:track:5X8kkUaUlAyAUr9TYqDFTH,Lina,All For You,64,329933,False,All For You,2001-01-01
2019-10-20T14:46:22Z,spotify:track:72T5smavl9ONfOwI0gHf1A,Lina,You're Dead,53,143066,False,Walkin' My Cat Named Dog,1966-04-12
2019-10-19T18:37:59Z,spotify:track:5c6V4X6i91zq3B9adnFjEL,Lina,Here I Go,25,298226,False,Just the Beginning,2012-04-10
2019-10-19T18:37:13Z,spotify:track:3l9OCOG3Vt6c2lxeMyGSIY,Lina,One Last Cry,65,295357,False,Brian McKnight,1992-06-23
2019-10-19T18:37:04Z,spotify:track:7ySbfLwdCwl1EM0zNCJZ38,Lina,One Sweet Day,69,281066,False,Daydream,1995-09-26
2019-10-19T18:36:55Z,spotify:track:5zn1hpm9N0ylKB7kOtpCw2,Lina,No More (Baby I'ma Do Right),58,263440,False,3LW,2000-11-06
2019-10-19T18:36:46Z,spotify:track:28m6MjBq0EAAuBkZcUouQu,Lina,Always On My Mind,33,249760,False,Just the Beginning,2012-04-10
2019-10-19T18:36:13Z,spotify:track:1AM1o0mKbgAK5oMpY8B3Z7,Lina,Angel of Mine,66,250173,False,The Boy Is Mine,1998-07-13
2019-10-19T18:34:49Z,spotify:track:3c6afiysmB7OnxQzzSqRfD,Lina,So Into You,66,261866,False,Tamia,1998
2019-10-19T18:34:42Z,spotify:track:2E9Zp0uxsOmqbmy0C6Fi4N,Lina,Forever - Lady of Soul,44,449800,False,Forever,1998
2019-10-19T18:34:33Z,spotify:track:1RS3LStQYhju50eBdD9Uul,Lina,Thank God I Found You (feat. Joe & 98°),60,257360,False,Rainbow,1999-10-29
2019-10-19T18:29:11Z,spotify:track:6fYzIQu8GcVolShnuIsB4B,Lina,When U Think About Me,24,262666,False,Just the Beginning,2012-04-10
2019-10-17T16:21:30Z,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lina,Someone You Loved,91,182160,False,Divinely Uninspired To A Hellish Extent,2019-05-17
2019-10-16T05:23:46Z,spotify:track:2neMQfiGrFXt2vKgvV8Yid,Lina,Say You'll Stay,35,211333,False,Kai,1998-01-01
2019-10-15T11:19:11Z,spotify:track:71EHOyEOhNx1SzTebRRyng,Lina,Weak,69,291906,False,It's About Time,1992-10-27
2019-10-15T10:30:07Z,spotify:track:4kbz7rHVbyjKasuuqelccQ,Lina,White Flag,59,240040,False,Life For Rent,2003-09-29
2019-10-15T10:29:55Z,spotify:track:4oGTdOClZUxcM2H3UmXlwL,Lina,Ironic,59,225933,False,Jagged Little Pill,1995-06-09
2019-10-15T10:23:50Z,spotify:track:3hYctzBStAGPRvahcZmJJF,Lina,No One Else Comes Close,59,231066,False,All That I Am,1997-09-23
2019-10-15T10:22:55Z,spotify:track:7tjbm60E0t7SerbiG61cce,Lina,Love You Down,55,262291,False,Ready for the World,1999
2019-10-15T10:22:16Z,spotify:track:2N5CvukjQqiWxjzZLMqqBN,Lina,Time After Time,46,255673,False,Ready for the World,1999
2019-10-15T10:03:03Z,spotify:track:2x5qF66rFO6DERBMNkQAqn,Lina,(There's Gotta Be) More To Life,58,200386,False,Stacie Orrico,2003-01-01
2019-10-15T10:01:07Z,spotify:track:4alLyN9my0O1SD9y097cPl,Lina,3 Little Words,34,256306,False,It's On!,1999-11-05
2019-10-15T10:00:39Z,spotify:track:0gPQTLaqHDgdupKEok7J2x,Lina,7 Days,72,235133,False,Born to Do It,2000-08-14
2019-10-15T10:00:22Z,spotify:track:7yxwAEwY9LD120AcB4nGJx,Lina,Don't Love You No More (I'm Sorry),58,243986,False,The Story Goes...,2005-09-06
2019-10-15T10:00:09Z,spotify:track:4T26YGUHTE5LLbb8xnTHPL,Lina,Sorry For The Stupid Things - Main,39,253626,False,Grown & Sexy,2005-07-26
2019-10-15T09:59:34Z,spotify:track:1YqxCr7R5HSOg9s9X137HO,Lina,I Stay In Love,35,212000,False,E=MC²,2008-01-01
2019-10-15T09:47:39Z,spotify:track:7Ewz6bJ97vUqk5HdkvguFQ,Lina,Heaven,78,243360,False,Reckless (30th Anniversary / Deluxe Edition),1984-11-05
2019-10-15T09:44:30Z,spotify:track:63CHa6rmamv9OsehkRD8oz,Lina,Against All Odds (Take a Look at Me Now) - 2016 Remaster,79,206360,False,The Singles (Expanded),2016-10-14
2019-10-14T23:18:14Z,spotify:track:2oCYHHkzCMpVKkfaO07m5v,Lina,(Everything I Do) I Do It For You,59,250360,False,Ultimate,2017-11-03
2019-10-14T23:18:05Z,spotify:track:5TGHpNdHeV5cqsJfkOO4Zd,Lina,Lea,55,269706,False,Fahrenheit,1986-08
2019-10-14T23:15:08Z,spotify:track:7dQC53NiYOY9gKg3Qsu2Bs,Lina,All Out of Love,69,243000,False,Lost in Love,1980-02-25
2019-10-14T18:06:34Z,spotify:track:4fZDZMgyWBxTg2Rc4OHVtB,Lina,Through the Fire,53,286693,False,"Epiphany: The Best of Chaka Khan, Vol. 1",1996-11-08
2019-10-14T10:18:06Z,spotify:track:4c0rkFPszqQTyC753tsCMU,Lina,My Boo - Hitman's Club Mix,64,346840,False,My Boo (Hitman's Club Mix),1996-03-26
2019-10-14T10:17:55Z,spotify:track:32B8AiPUAmlzbS7ayCsMF7,Lina,"Don't Say Goodbye, Say Goodnight",45,290920,False,Binocular,2001-05-22
2019-10-14T10:16:07Z,spotify:track:5919i3Sp9U2IE5m7hhlgSw,Lina,Say It,49,269466,False,Voices Of Theory,1998
2019-10-14T10:12:08Z,spotify:track:5MDQNJ7SZTytJwCbWKqJDL,Lina,I Don't Want to Wait,61,320026,False,This Fire,1996
2019-10-14T10:11:55Z,spotify:track:2ttZiP54qV6URjYIEypEZJ,Lina,Come on over Baby (All I Want Is You) - Radio Version,0,203333,False,Christina Aguilera,1999
2019-10-14T10:11:48Z,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,Lina,"Jumpin', Jumpin'",72,230200,False,The Writing's On The Wall,1999-07-27
2019-10-14T10:11:42Z,spotify:track:0BUoLE4o9eVahDHvTqak67,Lina,Unpretty,64,278066,False,Fanmail,1999-02-23
2019-10-14T10:09:23Z,spotify:track:2aBxt229cbLDOvtL7Xbb9x,Lina,Always Be My Baby,74,258133,False,Daydream,1995-09-26
2019-10-14T10:08:33Z,spotify:track:7vqcDtNvoJn5pXhktc8qe8,Lina,Solitary Daze,56,463405,False,Solitary Daze,2014-12-29
2019-10-14T10:07:47Z,spotify:track:4ApmPo6H0bH7PExQV25LDh,Lina,Ghost Voices - Lane 8 Remix,0,304390,False,Ghost Voices (Lane 8 Remix),2019-02-12
2019-10-14T10:06:49Z,spotify:track:4NjR63Up0uMkQBlKvlZd1l,Lina,Stickwitu,64,207506,False,PCD,2005-01-01
2019-10-14T10:06:20Z,spotify:track:6xkryXuiZU360Lngd4sx13,Lina,Fantasy,74,243493,False,Daydream,1995-09-26
2019-10-14T10:06:05Z,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY,Lina,Best of My Love,69,220560,False,Rejoice,1977-06-10
2019-10-14T10:06:01Z,spotify:track:5lgZax3wvO1oW3Bn0p9veJ,Lina,Every Time,49,257106,False,The Velvet Rope,1997-10-07
2019-10-14T10:05:23Z,spotify:track:0uEp9E98JB5awlA084uaIg,Lina,Doo Wop (That Thing),75,320266,False,The Miseducation of Lauryn Hill,1998-08-25
