added_at_playlist,uri,username,name,popularity,duration_ms,is_explicit,album_name,album_release_date
2015-01-26T04:16:37Z,spotify:track:6j7hih15xG2cdYwIJnQXsq,Lina,Not Over You,71,218520,False,Sweeter,2011-09-16
2015-01-26T04:12:15Z,spotify:track:2U2AVD0mAW5qSqajTMSu9y,Lina,Make a Move,41,197480,False,Make A Move,2013-10-09
2015-01-26T04:04:18Z,spotify:track:2bbhyUWJ5VjdfI3P4PRLu2,Lina,Samson,52,189506,False,Begin to Hope (Special Edition),2006-06-13
2015-01-26T04:01:08Z,spotify:track:341863z079BT4EFPiSw9DP,Lina,The Call,63,187426,False,The Call,2009
2015-01-26T03:57:06Z,spotify:track:7suXfwkW9Cg9fBS3San5T5,Lina,Hero,45,209626,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10
2015-01-26T03:53:13Z,spotify:track:0N9WhEz6DiBDvBxa6uJCTY,Lina,Eet,53,230866,False,Far,2009-06-09
2015-01-26T03:50:12Z,spotify:track:4fQJu2ltQFLQb8D7apKZNA,Lina,Endless Love,40,259000,False,Tuskegee,2012-01-01
2015-01-26T03:49:27Z,spotify:track:4ElMgoPvQeMDrlIl6va7gZ,Lina,Summer Is Over feat. Sara Bareilles,0,300573,False,Promising Promises,2012-05-22
2015-01-26T03:43:58Z,spotify:track:5uNEaSgkkPw6vLCUh3KsdQ,Lina,Beautiful Disaster,53,251640,False,Indiana,2007-01-01
2015-01-26T03:40:55Z,spotify:track:1KGU8NoWemAXIgfFoenfzk,Lina,I'll Follow You,0,273240,False,Promising Promises,2012-05-22
2015-01-26T03:35:03Z,spotify:track:1inLD2gewCeiAjKrE9yzH2,Lina,Doesn't Mean Goodbye,33,227080,False,Holding My Breath,2013-09-24
2015-01-26T03:34:55Z,spotify:track:1Jc3tGa11ITNgph0yewlqn,Lina,War of My Life,50,255120,False,Battle Studies,2009-11-13
2015-01-26T03:27:37Z,spotify:track:4LloVtxNZpeh7q7xdi1DQc,Lina,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",75,263573,False,Where the Light Is: John Mayer Live In Los Angeles,2008
2015-01-26T03:14:02Z,spotify:track:7cpCU3Denug5NGZsSpQl8v,Lina,XO,74,213626,False,XO,2014-05-27
2015-01-26T03:13:58Z,spotify:track:4gs07VlJST4bdxGbBsXVue,Lina,Heartbreak Warfare,66,269720,False,Battle Studies,2009-11-13
2015-01-26T03:13:55Z,spotify:track:7hR5toSPEgwFZ78jfHdANM,Lina,Half of My Heart,66,250373,False,Battle Studies,2009-11-13
2015-01-26T02:34:19Z,spotify:track:46X8c9qJzpBLYcos3OX0CE,Lina,The Zone,62,418506,True,Trilogy,2012-11-13
2015-01-26T02:25:54Z,spotify:track:5EpP1lwkAnOAKbfAHUNJkI,Lina,Iron Sky,48,373133,False,Caustic Love,2014-04-14
2015-01-26T02:16:43Z,spotify:track:2Io0MxW6atyfMzXLyCh4aV,Lina,The Only Night,31,217893,False,"Songs For You, Truths For Me (International Exclusive Bundle)",2008-01-01
2015-01-26T02:09:57Z,spotify:track:5rIxo92Hc9q6cgDBV0ju78,Lina,Hard Work,16,271613,False,Hard Work,2015-01-06
2015-01-26T02:05:55Z,spotify:track:2YlZnw2ikdb837oKMKjBkW,Lina,Like I'm Gonna Lose You (feat. John Legend),81,225053,False,Title (Deluxe),2015-01-09
2015-01-26T02:04:22Z,spotify:track:5P7MbXUShunurTTYAjPZjX,Lina,Trustful Hands,40,244921,False,Shake Shook Shaken,2014-09-29
2015-01-23T03:38:13Z,spotify:track:2PIvq1pGrUjY007X5y1UpM,Lina,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",79,252226,False,"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",2014-12-23
2015-01-23T03:30:18Z,spotify:track:0PGG2r9vGUgRCkLHW6BdbV,Lina,Blue,27,198530,False,Blue,2014-12-08
2015-01-20T16:14:31Z,spotify:track:3FerxZiiAtj2SHpuHkPNdp,Lina,Falling Short,0,209692,False,Falling Short,2014-12-01
2015-01-20T16:11:56Z,spotify:track:3aWe6p3qrsVjO4HFNih7Vc,Lina,Money Can't Buy (Single),29,201986,False,Money Can't Buy (Single),2014-11-25
2015-01-20T16:01:18Z,spotify:track:6IdQwdngrfUKWmB4ucQ4OD,Lina,Schemin Up (feat. Drake and P. Reign),28,330886,False,Schemin Up (feat. Drake and P. Reign),2014-12-23
2015-01-20T16:01:15Z,spotify:track:5ZwPh4nNgNChn3b5ZAXhzA,Lina,Seasons (Waiting On You) [BADBADNOTGOOD Reinterpretation],6,223088,False,Seasons (Waiting On You) [BADBADNOTGOOD Reinterpretation],2014-12-02
2015-01-20T15:56:01Z,spotify:track:7EW9uZzfHF0akNCtYjkMJ2,Lina,Till I Die,0,213480,True,Till I Die,2015-01-07
