username,uri,name,popularity,duration_ms,is_explicit,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Lina,spotify:track:7DcvwMAiqKJQD1rrdfxSDx,The London (feat. J. Cole & Travis Scott),75,200106,True,The London (feat. J. Cole & Travis Scott),2019-05-23,0.7959999999999999,0.586,4,-6.946000000000001,0,0.147,0.0247,0.0,0.132,0.179,97.98100000000001
Lina,spotify:track:78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),83,145542,True,Drip Harder,2018-10-05,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.51100000000001
Lina,spotify:track:7KVPsVMOK3NL7subwJ0dZj,Who You Foolin,72,151539,True,Drip or Drown 2,2019-02-22,0.9159999999999999,0.7559999999999999,0,-7.653,1,0.188,0.0942,0.0,0.23,0.7559999999999999,115.69
Lina,spotify:track:2f2NroKTKRzanmFhjFbGLV,Hold Back Your Love,38,298573,False,Friends,2016-10-07,0.569,0.713,6,-7.169,1,0.0324,0.017,0.000113,0.0862,0.493,108.00399999999999
Lina,spotify:track:1l0Wqi6wcuo75Dc0Vi1EQn,The Spoils,41,345691,False,Spoils Come Near Me,2016-07-29,0.425,0.16899999999999998,6,-15.217,0,0.0311,0.706,0.335,0.0934,0.0766,142.525
Lina,spotify:track:19mC6xktT1JyyycK6cQaXA,Star Guitar,54,387173,False,Come With Us,2002-01-01,0.49200000000000005,0.956,5,-4.186,1,0.0472,0.00892,0.872,0.28800000000000003,0.36,126.96799999999999
Lina,spotify:track:2acK24b60RQD2zBpW0Zsrw,Blind - Radio Edit,60,345560,False,Blind,2008-02-29,0.716,0.914,7,-6.907,0,0.0341,0.00542,0.000218,0.0504,0.69,118.579
Lina,spotify:track:66tVQAjnbJD0Wgdciwy5JW,Destination Breakdown,14,464426,False,Mirage,2016-05-13,0.596,0.757,10,-5.966,0,0.0335,0.0186,0.00436,0.0918,0.282,120.01700000000001
Lina,spotify:track:5KX2DSPC6aCA0pdDidTmBC,The Rip,47,270946,False,Third,2008-01-01,0.47100000000000003,0.484,9,-9.414,0,0.0317,0.925,0.499,0.0987,0.23600000000000002,74.982
Lina,spotify:track:0KWcRXcnGoB0gWSu4mshF8,Electric Blue,54,242373,False,Everything Now,2017-07-28,0.6629999999999999,0.774,0,-5.157,1,0.0863,0.113,0.11199999999999999,0.462,0.6809999999999999,102.98200000000001
Lina,spotify:track:6VNooTY5w9A9wg1YUsEbKB,Midas,69,218357,False,Portraits,2015-06-01,0.6970000000000001,0.578,9,-5.212999999999999,0,0.095,0.39299999999999996,0.379,0.106,0.3,114.995
Lina,spotify:track:2k9N4caeCIJLOWwWwssrEM,Easily,77,210240,False,A Song For Every Moon,2017-08-31,0.772,0.256,7,-8.545,0,0.0481,0.491,0.0061200000000000004,0.14400000000000002,0.35700000000000004,118.902
Lina,spotify:track:3DNsBFRbQWxygrn4UsqvTF,Stoop So Low,54,197938,True,Stoop So Low,2016-11-07,0.426,0.397,4,-9.089,0,0.0546,0.67,0.0,0.109,0.335,87.42399999999999
Lina,spotify:track:2I88NEWpKrAPZuapXNV5G6,Belong to You (feat. 6LACK),69,185617,False,About Time,2017-10-05,0.605,0.5529999999999999,10,-10.845,0,0.10099999999999999,0.27399999999999997,0.0152,0.184,0.62,152.076
Lina,spotify:track:3jCVbYlg9yXcTLEcN7PIL4,Fool,14,197646,False,Fool,2016-09-20,0.621,0.588,7,-11.937000000000001,1,0.0911,0.0147,1.24e-05,0.308,0.83,78.048
Lina,spotify:track:5XkyZyKMdFungjDb9cUKc3,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],67,205019,False,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],2019-06-14,0.804,0.498,8,-7.3870000000000005,0,0.0571,0.33899999999999997,0.000236,0.18,0.7040000000000001,105.008
Lina,spotify:track:4c1WgUnHXq2LEncGHKgj1I,Dream Glow (BTS World Original Soundtrack) - Pt. 1,68,187457,False,Dream Glow (BTS World Original Soundtrack) [Pt. 1],2019-06-07,0.735,0.74,0,-3.8369999999999997,0,0.0519,0.0967,0.0,0.10099999999999999,0.541,141.94799999999998
Lina,spotify:track:18gcopzbu2DjQjR2DI5pE8,Plastic,57,188557,False,Aromanticism,2017-09-22,0.28800000000000003,0.215,11,-13.12,1,0.0628,0.9690000000000001,0.0181,0.0957,0.13699999999999998,75.774
Lina,spotify:track:6zcARpNpbhakJqS7pcXPfM,Doomed,53,267653,False,Aromanticism,2017-09-22,0.245,0.12,0,-14.284,1,0.0326,0.9420000000000001,0.00406,0.11,0.0379,72.611
Lina,spotify:track:6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),77,197573,False,Free Spirit,2019-04-05,0.9009999999999999,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.34600000000000003,135.984
Lina,spotify:track:3NxuezMdSLgt4OwHzBoUhL,Way Back Home,74,214136,False,Take,2018-06-27,0.745,0.7390000000000001,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913
Lina,spotify:track:2qXicQG06oT0ijKBznpgQv,Younger,68,222320,False,Younger,2018-06-05,0.745,0.47700000000000004,11,-7.706,0,0.08800000000000001,0.20199999999999999,0.0,0.12,0.45399999999999996,136.055
Lina,spotify:track:7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",81,251033,True,us,2016-03-25,0.49200000000000005,0.275,6,-13.4,0,0.3,0.687,0.0,0.10099999999999999,0.18,92.6
Lina,spotify:track:7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),75,170769,False,FRIENDS KEEP SECRETS,2018-12-07,0.632,0.6859999999999999,6,-7.665,0,0.243,0.5489999999999999,0.0,0.2,0.32899999999999996,89.949
Lina,spotify:track:7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),83,214846,False,One Kiss (with Dua Lipa),2018-04-06,0.7909999999999999,0.862,9,-3.24,0,0.11,0.037000000000000005,2.1899999999999997e-05,0.0814,0.5920000000000001,123.994
Lina,spotify:track:5Ta0BuVhRMSrebPd89wv01,R U OK?,17,214684,True,R U OK?,2018-11-15,0.613,0.47,2,-8.13,0,0.149,0.122,0.0,0.10800000000000001,0.318,167.65200000000002
Lina,spotify:track:4HwDCXsMBC7SUdp2WT4MZP,Into It,76,196767,True,Chase Atlantic,2017-10-04,0.518,0.5720000000000001,10,-6.706,0,0.0416,0.0503,2.4100000000000003e-05,0.129,0.29100000000000004,130.053
Lina,spotify:track:6OtjKr7zn85Krff67wJuxJ,Coloring,53,219653,False,Mellow Drama,2015-07-04,0.632,0.273,0,-9.987,1,0.0274,0.441,0.0832,0.115,0.196,76.006
Lina,spotify:track:1Cx0oizrbPnN23acLgyjSR,Stranglehold,42,201360,False,False Hope,2017-03-02,0.46399999999999997,0.433,6,-10.610999999999999,0,0.0516,0.496,0.00020800000000000001,0.11599999999999999,0.37200000000000005,144.957
Lina,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,1950,78,225133,True,1950,2018-02-23,0.6,0.535,4,-7.042999999999999,1,0.107,0.648,4.7e-06,0.162,0.26899999999999996,71.91199999999999
Lina,spotify:track:6N0uDUUQRQd7lIIFU2aaEQ,Hold Me,35,227234,False,Hold Me,2017-12-27,0.584,0.5660000000000001,1,-7.395,1,0.0395,0.456,0.0,0.107,0.204,128.037
Lina,spotify:track:6EFsue2YbIG4Qkq8Zr9Rir,With My Words,0,222441,False,With My Words,2018-10-05,0.745,0.7040000000000001,9,-7.1370000000000005,1,0.146,0.262,0.0,0.33299999999999996,0.489,100.031
Lina,spotify:track:79ptYtWnpAnsQutzg2xSFk,Cave Me In,53,214158,False,Cave Me In,2017-01-26,0.6890000000000001,0.512,1,-6.206,1,0.0509,0.34600000000000003,2.07e-06,0.106,0.619,90.09100000000001
Lina,spotify:track:1N5j9dRZ3foNWwU4Zp0pbq,Frustrated,0,201463,False,Frustrated,2016-06-03,0.441,0.57,2,-6.186,1,0.0553,0.321,0.0,0.0862,0.22899999999999998,122.329
Lina,spotify:track:7yVjKxpZ0FtIr8shugrsv1,길 Road,45,226040,False,Chapter 4,2001-11-11,0.8490000000000001,0.375,1,-8.202,1,0.0488,0.0472,0.0,0.0489,0.7879999999999999,123.678
Lina,spotify:track:5hmO72DpMfddRFBbVdPoEX,As You Are,0,340493,True,Beauty Behind The Madness,2015-08-28,0.354,0.33,0,-9.835,0,0.0526,0.145,0.00604,0.273,0.0554,173.66400000000002
Lina,spotify:track:5fohLPNqO6TqwrZ7BoUWUT,High For This,71,247226,False,Trilogy,2012-11-13,0.465,0.40299999999999997,11,-8.895,0,0.0755,0.7440000000000001,0.000667,0.0777,0.0687,74.95
Lina,spotify:track:3TPFIrjJ8fgvGGHMjuy2HP,Where Are Ü Now (with Justin Bieber) - Ember Island Remix,43,151826,False,Where Are Ü Now (with Justin Bieber) [Remixes],2015-06-16,0.267,0.248,9,-11.62,1,0.0488,0.971,0.00118,0.36700000000000005,0.17,70.718
Lina,spotify:track:1zCi4cVFqe6ja16MeGZKRN,Poetic Justice,55,300160,True,"good kid, m.A.A.d city",2012,0.779,0.5720000000000001,6,-9.985,0,0.37799999999999995,0.157,0.0,0.24600000000000002,0.647,135.95600000000002
Lina,spotify:track:1bxEpNR75Hq3T2oF9AZjt8,u,61,268493,True,To Pimp A Butterfly,2015-03-16,0.406,0.7979999999999999,11,-5.585,0,0.43200000000000005,0.26,0.0,0.461,0.58,71.547
Lina,spotify:track:1TSxLktSlIdEsjTGWB4Fub,It’s Only (feat. Zyra),57,268000,False,In Return,2014-09-08,0.40399999999999997,0.5870000000000001,9,-11.172,0,0.156,0.165,0.00267,0.231,0.10300000000000001,120.04700000000001
Lina,spotify:track:1YmKdg7Lnuox0gCd93aq0I,Lifted Up (1985) - Glitter and Strobe Lights in Slo-Mo Version [w/ post edits],26,241373,False,Kindred,2015-04-17,0.29100000000000004,0.474,2,-6.047000000000001,1,0.0289,0.0753,0.0069900000000000006,0.0976,0.18600000000000003,130.586
Lina,spotify:track:7GyDcM22nxCJHcQa11fbYk,Where the Sky Hangs,52,230973,False,Kindred,2015-04-17,0.8190000000000001,0.6809999999999999,8,-6.422999999999999,1,0.0308,0.0336,2.08e-06,0.1,0.93,108.98899999999999
Lina,spotify:track:53iRFWU7bpV3ro3kzZYLCF,Open Wound,23,219225,False,KITTY HAWK,2013-10-29,0.532,0.9059999999999999,3,-2.665,0,0.0375,4.24e-05,2.8300000000000003e-05,0.19899999999999998,0.294,139.967
Lina,spotify:track:44hwFndSJX3t9SiXqwh0Ki,KITTY HAWK,32,185270,False,KITTY HAWK,2013-10-29,0.408,0.935,10,-5.306,0,0.129,0.00037400000000000004,0.633,0.122,0.254,161.934
Lina,spotify:track:42K3nPa3CNN5WXebzR78bY,Stranger,21,288106,False,Versus,2010-08-24,0.626,0.825,0,-5.051,1,0.0315,0.136,0.0,0.094,0.308,119.991
Lina,spotify:track:6oVPlkdJHXOHXauconNZQX,After You're Through - Extended Version,10,341613,False,Grits & Soul (Expanded Edition),2014-01-01,0.521,0.5660000000000001,5,-10.667,0,0.09300000000000001,0.313,0.652,0.14400000000000002,0.19899999999999998,82.321
Lina,spotify:track:05Ez6KwjICkscWQVTsT3f5,I Will Be Found (Lost At Sea),57,241346,False,Paradise Valley,2013-08-20,0.563,0.401,5,-9.073,1,0.0243,0.415,0.00305,0.158,0.27699999999999997,139.863
Lina,spotify:track:2d2SZkpCI2GFchnxTm4l57,We Ain't Them,0,193071,True,Royal,2013-09-28,0.67,0.718,6,-9.094,0,0.256,0.166,0.0,0.157,0.256,133.575
Lina,spotify:track:3v9fhN8ttoeH9AvpCi3IVM,Fitzpleasure - Dave Sitek Remix,18,198210,False,Summer Remix EP,2013-11-25,0.6459999999999999,0.825,11,-8.302,0,0.0507,0.0394,0.00101,0.26,0.37799999999999995,143.95600000000002
Lina,spotify:track:7GhF1JPTWv3kaRJxAVHOFM,Beer,0,199158,True,Three Loco,2012-11-27,0.7340000000000001,0.8420000000000001,10,-5.0,0,0.235,0.23399999999999999,0.0,0.425,0.469,129.87
Lina,spotify:track:1d6JUM54S33y49mW3C20Sm,Pompeii,19,202556,False,BOCA 2014: Best Of College A Cappella,2014,0.5820000000000001,0.754,9,-5.191,1,0.0379,0.264,0.0,0.0744,0.6940000000000001,127.464
Lina,spotify:track:3MPuDB7cP8UxDyWRRvex5I,A Sunday Kind Of Love,0,198546,False,An Education OST,2009-01-01,0.65,0.2,0,-15.123,1,0.0331,0.8370000000000001,0.000205,0.095,0.722,159.86700000000002
Lina,spotify:track:3qnUqdzB7fjJOKrooVPX4k,Blank Space,0,240927,False,Blank Space,2014-12-05,0.43700000000000006,0.863,11,-5.28,0,0.0941,0.00302,0.0,0.14400000000000002,0.233,194.07299999999998
Lina,spotify:track:35LDid9nvuYrUyZk5qGD0i,Belief,57,242333,False,Continuum,2006-09-11,0.664,0.7340000000000001,5,-8.024,1,0.0343,0.033,0.0404,0.0801,0.84,101.348
Lina,spotify:track:1IdTIzkTK6CcpKKgMUGbg7,Vultures,60,250840,False,Continuum,2006-09-11,0.882,0.478,4,-10.386,1,0.0304,0.47600000000000003,0.00581,0.0737,0.802,97.81
Lina,spotify:track:2jdAk8ATWIL3dwT47XpRfu,Slow Dancing in a Burning Room,76,242000,False,Continuum,2006-09-11,0.6679999999999999,0.361,1,-8.69,0,0.0273,0.573,0.00506,0.0805,0.28800000000000003,134.15
Lina,spotify:track:0bYDebBlQxsDR4hCgbbpOW,I'm Gonna Find Another You,56,163026,False,Continuum,2006-09-11,0.517,0.344,9,-9.925,1,0.0303,0.818,0.00809,0.0763,0.27899999999999997,75.285
Lina,spotify:track:5imShWWzwqfAJ9gXFpGAQh,Waiting On the World to Change,74,201173,False,Continuum,2006-09-11,0.5770000000000001,0.7559999999999999,2,-5.82,1,0.115,0.159,0.00023199999999999997,0.249,0.6629999999999999,176.75
Lina,spotify:track:7peh6LUcdNPcMdrSH4JPsM,I Don't Trust Myself (With Loving You),59,292013,False,Continuum,2006-09-11,0.8420000000000001,0.384,9,-11.384,0,0.0354,0.638,0.000505,0.0998,0.604,84.02600000000001
Lina,spotify:track:3SktMqZmo3M9zbB7oKMIF7,Gravity,75,245826,False,Continuum,2006-09-11,0.764,0.326,7,-9.883,1,0.0342,0.731,0.0013,0.24,0.237,123.98
Lina,spotify:track:78DwRIo6Vj6wqteyerGetr,The Heart of Life,65,198200,False,Continuum,2006-09-11,0.496,0.23800000000000002,1,-11.026,1,0.0301,0.958,0.0109,0.0875,0.349,175.96
Lina,spotify:track:3E6iea9uEmB7gRru4lyP6h,Stop This Train,67,285053,False,Continuum,2006-09-11,0.619,0.43700000000000006,7,-11.755999999999998,1,0.0314,0.465,0.00609,0.0971,0.406,89.51100000000001
Lina,spotify:track:50DMG6AvtNzbrxMc62w6ph,Bold as Love,55,258160,False,Continuum,2006-09-11,0.439,0.591,1,-6.407,1,0.0419,0.0993,0.00225,0.0718,0.397,125.89299999999999
Lina,spotify:track:7keXdrB4mz57u4b8YkCwag,Dreaming with a Broken Heart,65,245746,False,Continuum,2006-09-11,0.608,0.35100000000000003,0,-9.316,1,0.03,0.557,0.00892,0.201,0.157,135.976
Lina,spotify:track:7MRn6wgG0ReDRNYV5wJeGX,In Repair,54,367813,False,Continuum,2006-09-11,0.425,0.588,2,-6.721,1,0.0293,0.0538,0.00144,0.0697,0.395,145.079
Lina,spotify:track:4QfbfUo5nI1rX8nncwLVEE,Little Of Your Time,0,137066,False,It Won't Be Soon Before Long.,2007,0.684,0.965,6,-2.556,0,0.0735,0.0629,0.0,0.134,0.9690000000000001,143.959
Lina,spotify:track:7xlIrLvCs7digqxVI3LKMM,Must Get Out,47,239440,False,Songs About Jane,2002-06-25,0.7490000000000001,0.531,7,-6.636,1,0.0324,0.0549,0.0,0.237,0.317,97.022
Lina,spotify:track:7sT621Iv8V6bMv6Z5B16PO,Not Coming Home,45,261226,False,Songs About Jane,2002-06-25,0.6679999999999999,0.925,1,-5.204,0,0.0901,0.135,4.55e-06,0.983,0.35200000000000004,120.04899999999999
Lina,spotify:track:2RjpDxBii8EvC6p6wxwCSz,Harder To Breathe,56,173693,True,Songs About Jane,2002-06-25,0.662,0.9079999999999999,1,-4.763999999999999,0,0.0449,0.0506,0.0,0.0508,0.9670000000000001,149.941
Lina,spotify:track:0dHF8t7OIhgPele5WRUfWG,I'm Gonna Be (500 Miles),56,211787,False,"Covers, Vol. 1",2014-05-16,0.39399999999999996,0.228,4,-12.584000000000001,1,0.0431,0.966,3.81e-05,0.113,0.258,104.625
Lina,spotify:track:3cBtANnJGopPaRMXCl3mV7,Every Little Thing She Does Is Magic,58,196806,False,"Covers, Vol. 1",2014-05-16,0.613,0.314,1,-9.575,1,0.031,0.975,8.41e-06,0.0946,0.42100000000000004,132.776
Lina,spotify:track:1650yatyByhD11nXbD8ktd,Total Eclipse of the Heart,54,244824,False,"Covers, Vol. 1",2014-05-16,0.45,0.257,4,-9.449,1,0.0533,0.9520000000000001,0.0,0.159,0.366,100.24
Lina,spotify:track:4l6jbCPBQSD9z6C5nScjCd,In the Embers,41,238376,False,Atlas: I,2014-07-08,0.39899999999999997,0.21100000000000002,0,-12.975999999999999,1,0.0448,0.9570000000000001,0.0,0.0672,0.316,133.279
Lina,spotify:track:1qTEnu5RjWOXbyPejfMhVj,Ruby Blue,44,191118,False,"Covers, Vol. 1",2014-05-16,0.28600000000000003,0.222,0,-11.683,0,0.0581,0.97,1.33e-06,0.111,0.209,205.726
Lina,spotify:track:2XiqsYPmKLqjOigE3HmfXb,I'll Keep You Safe,48,271199,False,Atlas: I,2014-07-08,0.33299999999999996,0.436,7,-9.735,1,0.028999999999999998,0.8759999999999999,0.0179,0.0808,0.149,140.011
Lina,spotify:track:5uq3x8Pg8HAj8qNwPFOzfl,Light,60,262533,False,Atlas: I,2014-07-08,0.22399999999999998,0.387,0,-9.022,1,0.0287,0.532,0.00548,0.0689,0.0395,104.566
Lina,spotify:track:09MdiypXlcb1kohV3cO03p,I'm Gonna Be (500 Miles),48,212044,False,I'm Gonna Be (500 Miles),2013-05-07,0.413,0.20199999999999999,4,-14.05,1,0.0444,0.951,0.0,0.125,0.266,128.767
Lina,spotify:track:3HYXqOAm2Q8b2OyYqzv8d4,101,50,203500,False,101,2015-01-19,0.71,0.8270000000000001,0,-5.244,1,0.032,0.0437,1.28e-05,0.0896,0.833,110.00299999999999
Lina,spotify:track:21Go4aMyLGP40ANI3TU0Fn,Geronimo,0,218227,False,Geronimo,2014-01-01,0.708,0.779,7,-6.28,1,0.0787,0.42100000000000004,0.00176,0.115,0.46,142.012
Lina,spotify:track:4GrOV18KKdZnc3jcfvMDgk,Leaf Off / The Cave,30,293880,False,Leaf Off / The Cave,2015-01-19,0.46,0.604,2,-8.302999999999999,1,0.0591,0.8370000000000001,0.153,0.11900000000000001,0.664,78.54
Lina,spotify:track:6dfJBFmSX9dRN6FhEtaJd2,Paper Trail$,0,197604,False,B4.DA.$$,2015-01-20,0.637,0.705,1,-7.575,0,0.294,0.35700000000000004,0.0,0.325,0.42200000000000004,93.584
Lina,spotify:track:7vugjA0BxBUIRqrdRjncBx,Save The Night,43,189293,False,Love In The Future (Expanded Edition),2013-08-30,0.564,0.594,5,-7.334,0,0.0292,0.0852,2.04e-06,0.429,0.545,88.501
Lina,spotify:track:738J023eio9C4ViccIAQnD,You & I (Nobody in the World) - R3hab Remix - Radio Edit,36,194746,False,You & I (Nobody in the World) [R3hab Remix - Radio Edit],2014-09-02,0.591,0.7440000000000001,11,-3.2939999999999996,0,0.0387,0.0191,0.0,0.0981,0.439,125.15299999999999
Lina,spotify:track:2NvJ4gxNHy4irhjWGNOP6k,A Story of Boy Meets Girl,32,95386,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.381,0.33,3,-15.159,0,0.121,0.8540000000000001,0.0006799999999999999,0.225,0.225,77.77199999999999
Lina,spotify:track:0jHuggE1BEu6e278g8JxbL,Us - 2005 Remaster,42,288773,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.268,0.391,1,-5.985,1,0.0308,0.882,0.00592,0.15,0.13699999999999998,86.77
Lina,spotify:track:0jhukQEMC1yj47NetTlDBJ,There Is a Light That Never Goes Out,0,242906,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.465,0.69,1,-9.782,0,0.0297,0.0105,0.0,0.183,0.836,136.275
Lina,spotify:track:16XNMRA2Mu2xsEJtDSVZuy,Bad Kids,0,128813,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.35200000000000004,0.7959999999999999,0,-7.109,1,0.0374,0.0493,0.0,0.226,0.924,204.225
Lina,spotify:track:6zOcJQreuf9EEbuuxT8aHN,"Please, Please, Please, Let Me Get What I Want",0,111573,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.431,0.385,2,-10.901,1,0.0261,0.541,0.0,0.335,0.466,94.26100000000001
Lina,spotify:track:1By97L6ge5FLBMD3PT6jXo,There Goes The Fear,0,415493,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.501,0.976,5,-4.471,1,0.0551,9.240000000000001e-05,0.0626,0.035,0.48200000000000004,109.994
Lina,spotify:track:0293bTPojlkLvyr8ojc74y,You Make My Dreams,0,191480,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.752,0.6940000000000001,5,-5.385,1,0.062,0.312,0.0348,0.0577,0.8690000000000001,167.263
Lina,spotify:track:5nWbbQ0sIEabqPxAdqmh66,Sweet Disposition,0,234680,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.54,0.804,2,-7.112,1,0.0425,0.078,0.171,0.115,0.34700000000000003,129.088
Lina,spotify:track:56vZZgYpNhIEwEpMkBui46,Quelqu'un M'a Dit,0,163026,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.615,0.41200000000000003,10,-10.742,1,0.0435,0.858,0.00477,0.13699999999999998,0.425,133.365
Lina,spotify:track:0mqY9ZkUmc5ZH5uRkpqBWO,Mushaboom,0,224106,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.73,0.479,8,-10.34,1,0.0363,0.22899999999999998,0.0027300000000000002,0.0707,0.795,88.742
Lina,spotify:track:1yq1taCTc0NemVQmdDEmlg,Bookends,0,80866,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.485,0.172,4,-17.095,1,0.0336,0.907,0.0745,0.109,0.593,143.129
Lina,spotify:track:12OfhDq4NNJnV1LKSRaQOD,Vagabond,0,227053,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.47100000000000003,0.7390000000000001,2,-6.983,1,0.0751,0.41,0.29100000000000004,0.401,0.354,100.594
Lina,spotify:track:4l8JldeQzin1YTymhzsw5T,She's Got You High,0,205706,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.46299999999999997,0.7390000000000001,4,-4.311,1,0.0335,0.0181,1.2e-06,0.222,0.348,131.605
Lina,spotify:track:3NxJhRiMCo1hyMsnJ9vp06,Here Comes Your Man,37,193960,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.8440000000000001,0.43700000000000006,5,-9.506,1,0.0288,0.513,0.109,0.0829,0.877,110.973
Lina,spotify:track:3XcYPyuk0BwiB4w6tgKpOC,"Please, Please, Please, Let Me Get What I Want",41,132493,False,(500) Days of Summer (Music from the Motion Picture),2009-07-10,0.45399999999999996,0.31,0,-10.062000000000001,1,0.0271,0.54,0.0238,0.11199999999999999,0.27399999999999997,100.447
Lina,spotify:track:2uFnBffkiLcEbNHiI3ayBE,Money On My Mind,0,192670,False,In The Lonely Hour (Deluxe),2014-07-15,0.6779999999999999,0.8420000000000001,2,-5.247000000000001,1,0.17600000000000002,0.187,0.00024700000000000004,0.228,0.743,133.999
Lina,spotify:track:6WNqOfvfqmbyCk23ejRBwO,I'm Not The Only One,0,222329,False,I'm Not The Only One,2014-09-11,0.7170000000000001,0.499,5,-7.122999999999999,1,0.0478,0.499,0.0,0.071,0.541,81.995
Lina,spotify:track:6x69yrZAJvsYxhk0CJS4uT,Lay Me Down,0,229014,False,Lay Me Down,2013-02-17,0.59,0.451,4,-8.193999999999999,1,0.0417,0.336,0.0,0.10300000000000001,0.33399999999999996,129.72899999999998
Lina,spotify:track:6o6BDZSsiWPL8e3k2VvetD,Leave Your Lover,0,188377,False,In The Lonely Hour (Deluxe),2014-07-15,0.377,0.255,4,-8.738999999999999,1,0.0563,0.945,3.12e-06,0.10400000000000001,0.39299999999999996,77.205
Lina,spotify:track:0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,5,239316,False,In The Lonely Hour,2014-01-01,0.45299999999999996,0.496,5,-5.785,1,0.0453,0.5539999999999999,2.65e-05,0.0772,0.501,80.994
Lina,spotify:track:0muB5NEjvNpo9MVNVDXbku,Right By Your Side,0,299533,False,The Awakening,2011-01-01,0.247,0.162,8,-14.173,1,0.0459,0.937,5.47e-05,0.10800000000000001,0.264,182.908
Lina,spotify:track:05ZVTnFGjDTnzQHMxK0Bir,Please Don't Stop The Rain,51,234266,False,"Songs For You, Truths For Me (International Exclusive Bundle)",2008-01-01,0.5,0.8190000000000001,0,-4.548,1,0.0729,0.0607,0.0,0.0709,0.679,160.125
Lina,spotify:track:3scVMDajY2Eb3nzyGT7HWC,Wires,0,193080,False,I'm Sorry...,2012,0.568,0.569,7,-6.013,0,0.0329,0.0004,0.102,0.342,0.266,72.991
Lina,spotify:track:03XjpGGdsIPouALXem2Cku,Love Is A Verb,58,144400,False,Born and Raised,2012-05-18,0.738,0.284,9,-12.0,1,0.0425,0.445,0.0012900000000000001,0.11900000000000001,0.461,65.977
Lina,spotify:track:0EUSbTvyZfo9QOcxunL9Ro,"In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007",60,345626,False,Where the Light Is: John Mayer Live In Los Angeles,2008,0.368,0.44,4,-11.485999999999999,1,0.0294,0.713,8.83e-05,0.966,0.285,91.79899999999999
Lina,spotify:track:4cFzMdlThB5hkWj9cgsmqL,Slave To The Music - Acoustic Version Bonus Track,27,215446,False,The Awakening,2011-01-01,0.657,0.5579999999999999,2,-6.51,1,0.179,0.741,0.0,0.154,0.951,87.713
Lina,spotify:track:21nHVGfxQJQMTOi6Rg35dd,In My Dreams,44,284924,False,The Awakening,2011-01-01,0.428,0.5820000000000001,7,-7.702999999999999,1,0.0293,0.485,0.0,0.131,0.431,91.97399999999999
Lina,spotify:track:68ABBreS3qqAFsroDnDVx3,All Around The World - Bonus Track,29,197582,False,The Awakening,2011-01-01,0.581,0.5429999999999999,1,-8.22,0,0.0353,0.218,0.0,0.12,0.401,72.991
Lina,spotify:track:5DazV5viPRaEq95p6i0Fyg,Hammers And Hearts,24,175706,False,On The Strength Of All Convinced,2005-08-29,0.341,0.873,4,-3.917,1,0.0587,0.000384,1.3300000000000001e-05,0.327,0.593,169.92700000000002
Lina,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,77,236133,False,My Everything (Deluxe),2014-08-25,0.47200000000000003,0.7140000000000001,1,-4.388999999999999,0,0.0334,0.00937,0.0,0.0764,0.24,98.992
Lina,spotify:track:7ALocsnSAmnpZ3Uw9WP1Hz,At Last,7,116346,False,Rockin Romance,2012-11-08,0.433,0.273,8,-15.970999999999998,1,0.0457,0.609,2.53e-06,0.142,0.48100000000000004,202.97400000000002
Lina,spotify:track:0CoM8prDI39VQ39dLnBfZx,Sun,0,197813,False,Punk Goes Acoustic 2,2007,0.632,0.5489999999999999,1,-6.478,1,0.0568,0.247,0.0,0.299,0.615,144.955
