artists,artists_id
GAS,spotify:artist:0J8cNhY7V2NoRt9O6uCeUX
Hannah Epperson,spotify:artist:2f3YVIAhqzUy7etvZGwTGU
"['Sigur Rós', 'Alex Somers']","['spotify:artist:6UUrUCIZtQeOf8tC0WuzRy', 'spotify:artist:51UcKPhDKdKDGIjec0781x']"
"['R. Stevie Moore', 'Ariel Pink']","['spotify:artist:7sGhjDpOtxrMLip4lGFU7P', 'spotify:artist:5H0YoDsPDi9fObFmJtTjfN']"
Joanna Brouk,spotify:artist:3yITaOTDcBPYNnYxlxQuUt
Mary Lattimore,spotify:artist:38MKhZmMRHAZRz8LqtKIBw
"['Björk', 'Arca']","['spotify:artist:7w29UYBi0qsHi5RTcv3lmA', 'spotify:artist:4SQdUpG4f7UbkJG3cJ2Iyj']"
Auscultation,spotify:artist:5KlOanD5FKL6qWZ8auNVKQ
In Mirrors,spotify:artist:1XrBesR27xE0qLGNsvKfnu
Chromatics,spotify:artist:4tOVIRjlWWfR1RrAxyRqTE
"['Johnny Jewel', 'Heaven']","['spotify:artist:2KofAEA8S0jDDXjSg6a3HR', 'spotify:artist:6RCXvdRNRMP9lsp6a1bY2U']"
Johnny Jewel,spotify:artist:2KofAEA8S0jDDXjSg6a3HR
Desire,spotify:artist:2OuSnRT9BKAvFuw0yoTim0
Princess Nokia,spotify:artist:6lay1nwbE6hTx1jivysUAL
Ekkehard Ehlers,spotify:artist:3NpiZyfxCSMqQJ8U4De2nP
Boris,spotify:artist:3EgMK920cIH5aLxFnJ6zSi
"['Tom Rogerson', 'Brian Eno']","['spotify:artist:0iONcDu4zVlsw1LwIq4rrN', 'spotify:artist:7MSUfLeTdDEoZiJPDSBXgi']"
Beat Happening,spotify:artist:1qHR9DMfOJQjvWLEfMZQlG
Com Truise,spotify:artist:2wouN3QXejYa5tKetYdcVX
Frankie Cosmos,spotify:artist:0x4xCoWaOFd3WsKarzaxnW
Porches,spotify:artist:2JzhQYGos3RqV7MT5fWeek
Com Truise,spotify:artist:2wouN3QXejYa5tKetYdcVX
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA
"['Joanne Robertson', 'Dean Blunt']","['spotify:artist:4MdQ9btIlh6rzIMA19tu3L', 'spotify:artist:5CFSYjc0PAiQvndFjafabk']"
"['Joanne Robertson', 'Dean Blunt']","['spotify:artist:4MdQ9btIlh6rzIMA19tu3L', 'spotify:artist:5CFSYjc0PAiQvndFjafabk']"
"['Joanne Robertson', 'Dean Blunt']","['spotify:artist:4MdQ9btIlh6rzIMA19tu3L', 'spotify:artist:5CFSYjc0PAiQvndFjafabk']"
"['Joanne Robertson', 'Dean Blunt']","['spotify:artist:4MdQ9btIlh6rzIMA19tu3L', 'spotify:artist:5CFSYjc0PAiQvndFjafabk']"
"['Joanne Robertson', 'Dean Blunt']","['spotify:artist:4MdQ9btIlh6rzIMA19tu3L', 'spotify:artist:5CFSYjc0PAiQvndFjafabk']"
"['Joanne Robertson', 'Dean Blunt']","['spotify:artist:4MdQ9btIlh6rzIMA19tu3L', 'spotify:artist:5CFSYjc0PAiQvndFjafabk']"
"['Joanne Robertson', 'Dean Blunt']","['spotify:artist:4MdQ9btIlh6rzIMA19tu3L', 'spotify:artist:5CFSYjc0PAiQvndFjafabk']"
"['Joanne Robertson', 'Dean Blunt']","['spotify:artist:4MdQ9btIlh6rzIMA19tu3L', 'spotify:artist:5CFSYjc0PAiQvndFjafabk']"
The Microphones,spotify:artist:7Ht57YadlBXcFJDK3plmhO
The Microphones,spotify:artist:7Ht57YadlBXcFJDK3plmhO
The Microphones,spotify:artist:7Ht57YadlBXcFJDK3plmhO
The Microphones,spotify:artist:7Ht57YadlBXcFJDK3plmhO
The Microphones,spotify:artist:7Ht57YadlBXcFJDK3plmhO
The Microphones,spotify:artist:7Ht57YadlBXcFJDK3plmhO
The Microphones,spotify:artist:7Ht57YadlBXcFJDK3plmhO
The Microphones,spotify:artist:7Ht57YadlBXcFJDK3plmhO
The Microphones,spotify:artist:7Ht57YadlBXcFJDK3plmhO
U.S. Girls,spotify:artist:3AHFDfqhSqPBecjQDIOIJA
U.S. Girls,spotify:artist:3AHFDfqhSqPBecjQDIOIJA
U.S. Girls,spotify:artist:3AHFDfqhSqPBecjQDIOIJA
U.S. Girls,spotify:artist:3AHFDfqhSqPBecjQDIOIJA
Arca,spotify:artist:4SQdUpG4f7UbkJG3cJ2Iyj
Yaeji,spotify:artist:2RqrWplViWHSGLzlhmDcbt
Swans,spotify:artist:79S80ZWgVhIPMCHuvl6SkA
Cocteau Twins,spotify:artist:5Wabl1lPdNOeIn0SQ5A1mp
Xiu Xiu,spotify:artist:5JLqvjW3Nyom2OsRUyFsS9
"['Alex Cameron', 'Angel Olsen']","['spotify:artist:6kGMx9MqwnbKR2EYvZvvrG', 'spotify:artist:6mKqFxGMS5TGDZI3XkT5Rt']"
Mount Eerie,spotify:artist:4Sw0SFu1fFdYXdAEVdrqnO
Porches,spotify:artist:2JzhQYGos3RqV7MT5fWeek
Ariel Pink,spotify:artist:5H0YoDsPDi9fObFmJtTjfN
Jefre Cantu-Ledesma,spotify:artist:5MqgtmMdtrsZIQpZzLhpX5
Elvis Depressedly,spotify:artist:5a31Ij1sTxY9LUYVwgBp8m
Weyes Blood,spotify:artist:3Uqu1mEdkUJxPe7s31n1M9
GAS,spotify:artist:0J8cNhY7V2NoRt9O6uCeUX
Beach House,spotify:artist:56ZTgzPBDge0OvCGgMO3OY
Sudan Archives,spotify:artist:2MPHBxznH1fj59jbOWY38u
Teen Suicide,spotify:artist:2cAvReLDmjFQtCJFDJbHBU
Teen Suicide,spotify:artist:2cAvReLDmjFQtCJFDJbHBU
Teen Suicide,spotify:artist:2cAvReLDmjFQtCJFDJbHBU
Teen Suicide,spotify:artist:2cAvReLDmjFQtCJFDJbHBU
