artists,artists_id
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
D.Glover,spotify:artist:07pdY10siMABvVmY3OT68W
"['alt-J', 'Dave Sitek']","['spotify:artist:3XHO7cRUPCLOr6jwp8vsx5', 'spotify:artist:7umZU3QjzwkSmDyFGT3abG']"
Three Loco,spotify:artist:3Vr9XbwWLsVhiVsyRE9OTn
Juxtaposition,spotify:artist:4wFqotuEhWL1ERKyIVnU9F
Beth Rowley,spotify:artist:7KUBHcBdAezQcKu9mZJM1Y
I Prevail,spotify:artist:3Uobr6LgQpBbk6k4QGAb3V
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP
Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP
Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP
Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP
Sleeping At Last,spotify:artist:0MeLMJJcouYXCymQSHPn8g
Sleeping At Last,spotify:artist:0MeLMJJcouYXCymQSHPn8g
Sleeping At Last,spotify:artist:0MeLMJJcouYXCymQSHPn8g
Sleeping At Last,spotify:artist:0MeLMJJcouYXCymQSHPn8g
Sleeping At Last,spotify:artist:0MeLMJJcouYXCymQSHPn8g
Sleeping At Last,spotify:artist:0MeLMJJcouYXCymQSHPn8g
Sleeping At Last,spotify:artist:0MeLMJJcouYXCymQSHPn8g
Sleeping At Last,spotify:artist:0MeLMJJcouYXCymQSHPn8g
WALLA,spotify:artist:1lhtpwswW0liqyOU52EP0E
Sheppard,spotify:artist:6VxCmtR7S3yz4vnzsJqhSV
José González,spotify:artist:6xrCU6zdcSTsG2hLrojpmI
Joey Bada$$,spotify:artist:2P5sC9cVZDToPxyomzF1UH
John Legend,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t
"['John Legend', 'R3HAB']","['spotify:artist:5y2Xq6xcjJb2jVM54GHK3t', 'spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ']"
"['Mychael Danna', 'Rob Simonsen']","['spotify:artist:0x8J72N9ilqcIZbWEKB8T2', 'spotify:artist:2ZeUaZT3s3NSbeV7OS094J']"
Regina Spektor,spotify:artist:3z6Gk257P9jNcZbBXJNX5i
The Smiths,spotify:artist:3yY2gUcIsjMr8hjo51PoJ8
Black Lips,spotify:artist:35C0NSLogAwImm8HAMqEmG
The Smiths,spotify:artist:3yY2gUcIsjMr8hjo51PoJ8
Doves,spotify:artist:0LVrQUinPUBFvVD5pLqmWY
Daryl Hall & John Oates,spotify:artist:77tT1kLj6mCWtFNqiOmP9H
The Temper Trap,spotify:artist:4W48hZAnAHVOC2c8WH8pcq
Carla Bruni,spotify:artist:1HVwzNriKEjaeE06okqSpx
Feist,spotify:artist:6CWTBjOJK75cTE8Xv8u1kj
Simon & Garfunkel,spotify:artist:70cRZdQywnSFp9pnc2WTCE
Wolfmother,spotify:artist:3yEnArbNHyTCwMRvD9SBy4
Mumm-ra,spotify:artist:2cUnvdrMWIMACo3fSxCrWW
Meaghan Smith,spotify:artist:47QqI0kuVSCrV0KVRBZ3km
She & Him,spotify:artist:3CIRif6ZAedT7kZSPvj2A4
Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI
"['Sam Smith', 'A$AP Rocky']","['spotify:artist:2wY79sveU1sp5g7SokKOiI', 'spotify:artist:13ubrt8QOOCPljQ2FL1Kca']"
Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI
Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI
Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI
James Morrison,spotify:artist:3LpLGlgRS1IKPPwElnpW35
James Morrison,spotify:artist:3LpLGlgRS1IKPPwElnpW35
The Neighbourhood,spotify:artist:77SW9BnxLY8rJ0RciFqkHh
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
James Morrison,spotify:artist:3LpLGlgRS1IKPPwElnpW35
James Morrison,spotify:artist:3LpLGlgRS1IKPPwElnpW35
James Morrison,spotify:artist:3LpLGlgRS1IKPPwElnpW35
Daphne Loves Derby,spotify:artist:1ATAh4PZe1BdqF403XqGiV
"['Ariana Grande', 'The Weeknd']","['spotify:artist:66CXWjxzNUsdJxJ2JdwvnR', 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ']"
"['Daphne Loves Derby', 'Various Artists']","['spotify:artist:1ATAh4PZe1BdqF403XqGiV', 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of']"
Daphne Loves Derby,spotify:artist:1ATAh4PZe1BdqF403XqGiV
Daphne Loves Derby,spotify:artist:1ATAh4PZe1BdqF403XqGiV
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
Sia,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN
WALK THE MOON,spotify:artist:6DIS6PRrLS3wbnZsf7vYic
"['Mark Ronson', 'Kevin Parker']","['spotify:artist:3hv9jJF3adDNsBSIQDqcjp', 'spotify:artist:2Lt4GKzyW3WOMf3wvPDszQ']"
Kat Dahlia,spotify:artist:1peH5tSqnYm8W6Bo3I5egE
MisterWives,spotify:artist:5ivCbtrcD5N4rD337xIb2z
A$AP Rocky,spotify:artist:13ubrt8QOOCPljQ2FL1Kca
Purity Ring,spotify:artist:1TtJ8j22Roc24e2Jx3OcU4
James Morrison,spotify:artist:3LpLGlgRS1IKPPwElnpW35
Gavin DeGraw,spotify:artist:5DYAABs8rkY9VhwtENoQCz
Gavin DeGraw,spotify:artist:5DYAABs8rkY9VhwtENoQCz
Gavin DeGraw,spotify:artist:5DYAABs8rkY9VhwtENoQCz
Gavin DeGraw,spotify:artist:5DYAABs8rkY9VhwtENoQCz
Regina Spektor,spotify:artist:3z6Gk257P9jNcZbBXJNX5i
Regina Spektor,spotify:artist:3z6Gk257P9jNcZbBXJNX5i
Regina Spektor,spotify:artist:3z6Gk257P9jNcZbBXJNX5i
Regina Spektor,spotify:artist:3z6Gk257P9jNcZbBXJNX5i
"['Lionel Richie', 'Shania Twain']","['spotify:artist:3gMaNLQm7D9MornNILzdSl', 'spotify:artist:5e4Dhzv426EvQe3aDb64jL']"
Jon McLaughlin,spotify:artist:6z29S0IoiBJpSMP8plyCj7
Jon McLaughlin,spotify:artist:6z29S0IoiBJpSMP8plyCj7
Jon McLaughlin,spotify:artist:6z29S0IoiBJpSMP8plyCj7
Jon McLaughlin,spotify:artist:6z29S0IoiBJpSMP8plyCj7
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14
"['The Weeknd', 'Drake']","['spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ', 'spotify:artist:3TVXtAsR1Inumwj472S9r4']"
Paolo Nutini,spotify:artist:7x5rK9BClDQ8wmCkYAGsQp
James Morrison,spotify:artist:3LpLGlgRS1IKPPwElnpW35
Ella Henderson,spotify:artist:7nDsS0l5ZAzMedVRKPP8F1
"['Meghan Trainor', 'John Legend']","['spotify:artist:6JL8zeS1NmiOftqZTRgdTz', 'spotify:artist:5y2Xq6xcjJb2jVM54GHK3t']"
The Dø,spotify:artist:2mcNCn1qbZUQ3J9KHapUxj
The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ
Fjord,spotify:artist:4YksGBCsBc8cPbQPyHDefV
Låpsley,spotify:artist:27ze6hCgfr3HcDZAHY60pg
Howard,spotify:artist:7kfaJkEGQmDhceMYvn9Ax5
"['OB OBrien', 'Drake', 'Preme']","['spotify:artist:4thGcsymOK5oc43gJVtAqZ', 'spotify:artist:3TVXtAsR1Inumwj472S9r4', 'spotify:artist:0bdJZl7TDeiymDYzMJnVh2']"
Future Islands,spotify:artist:1WvvwcQx0tj6NdDhZZ2zZz
Machine Gun Kelly,spotify:artist:6TIYQ3jFPwQSRmorSezPxX
