artists,artists_id
"['Rampa', '&ME', 'Adam Port', 'Black Coffee']","['spotify:artist:08jywfUS0hp8XYlYs0cvz8', 'spotify:artist:5mIowAJMp7RKNheelruV5z', 'spotify:artist:2loEsOijJ6XiGzWYFXMIRk', 'spotify:artist:6wMr4zKPrrR0UVz08WtUWc']"
Sammy Davis Jr.,spotify:artist:1NAWG3AngjBXyKbmPaz92D
Rodriguez Jr.,spotify:artist:6Th7POyVfZgiHJQ64ddV5Y
KAS:ST,spotify:artist:7orlzf5LTqSnCzURkZFebN
"['Jules Massenet', 'Joshua Bell', 'Andrew Litton', 'Royal Philharmonic Orchestra']","['spotify:artist:1AoIc5YFH0aSFc4mKqBEeB', 'spotify:artist:3Ka1nDpDzxDveEqUPzIeom', 'spotify:artist:6YVQX2N8puDVWKE1StJVqn', 'spotify:artist:0MvSBMGRQJY3mRwIbJsqF1']"
"['Pyotr Ilyich Tchaikovsky', 'Mischa Maisky', 'Orpheus Chamber Orchestra']","['spotify:artist:3MKCzCnpzw3TjUYs2v7vDA', 'spotify:artist:6rlVhQqS15yJMO4DZqrq6I', 'spotify:artist:35pZsti1RSA5Zv98jAm8kX']"
"['Wolfgang Amadeus Mozart', 'Anthony Halstead', 'Christopher Hogwood', 'Academy of Ancient Music']","['spotify:artist:4NJhFmfw43RLBLjQvxDuRS', 'spotify:artist:2SSWdLQmVLFOZ2tTm2PqHS', 'spotify:artist:0vBafEFOLXtq5mZuhMgsyL', 'spotify:artist:60adCptqwRkANTtVja0bvf']"
Aldo Romano,spotify:artist:1Z0lthC9NP1vvut7ijv3FF
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
"['Franz Liszt', 'Daniel Barenboim']","['spotify:artist:1385hLNbrnbCJGokfH2ac2', 'spotify:artist:78sEozQOEJxzXegUuqRSgH']"
Paji,spotify:artist:7JlIc6aw1PyoBKQg9c1EnJ
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
"['Mercedes Sosa', 'Ariel Ramírez', 'Hector Zeoli']","['spotify:artist:2HvyR5FsU37QMqVzIbGwl7', 'spotify:artist:2dTieljE0C4ydCdUPIPLRW', 'spotify:artist:2yAbebpFzH9GhCLeCwKwtN']"
The Doors,spotify:artist:22WZ7M8sxp5THdruNY3gXt
"['Antonio Vivaldi', 'Stefan Schilli', 'Geoffrey Thomas', 'Judit Kiss-Domonkos', 'Budapest Failoni Chamber Orchestra', 'Béla Nagy']","['spotify:artist:2QOIawHpSlOwXDvSqQ9YJR', 'spotify:artist:5ef1yJAGtkEVedeUcHq6RA', 'spotify:artist:3Ge8QeNDM7TqnPy9jdso7r', 'spotify:artist:2P7UTVByGg9B4tWkMm0E0y', 'spotify:artist:7w6HlJdHl67FIA8WGHCoNX', 'spotify:artist:4qZKTFINAeNhMZontywAbL']"
"['Rampa', 'Adam Port', '&ME']","['spotify:artist:08jywfUS0hp8XYlYs0cvz8', 'spotify:artist:2loEsOijJ6XiGzWYFXMIRk', 'spotify:artist:5mIowAJMp7RKNheelruV5z']"
Moderat,spotify:artist:2exkZbmNqMKnT8LRWuxWgy
Marc Romboy,spotify:artist:623ecFS6T9xsx9Rb98eii5
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
DAVID AUGUST,spotify:artist:1cS5EoXVqz7aON00AkVBBA
"['DAVID AUGUST', 'Nelia Kit']","['spotify:artist:1cS5EoXVqz7aON00AkVBBA', 'spotify:artist:773S1WFqd0rLIs1qF7WqIv']"
Julio Iglesias,spotify:artist:4etuCZVdP8yiNPn4xf0ie5
Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b
Pink Floyd,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9
Pink Floyd,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9
